InspectionID,DeliveryID,InspectorID,InspectionDate,InspectedQuantity,PassedQuantity,FailedQuantity,InspectionScore,InspectionResult
INS035376,DEL035376,EMP0079,2025-07-01,1982,1962,20,90.13,Minor Issue
INS035377,DEL035377,EMP0076,2026-05-16,1626,1626,0,96.47,Pass
INS035378,DEL035378,EMP0184,2025-01-29,854,854,0,98.3,Pass
INS035379,DEL035379,EMP0060,2025-01-09,2020,2020,0,95.63,Pass
INS035380,DEL035380,EMP0109,2024-07-31,1361,1361,0,99.61,Pass
INS035381,DEL035381,EMP0060,2025-07-07,1565,1565,0,99.84,Pass
INS035382,DEL035382,EMP0007,2024-10-23,3445,3445,0,99.73,Pass
INS035383,DEL035383,EMP0022,2025-10-15,953,953,0,97.2,Pass
INS035384,DEL035384,EMP0170,2026-03-01,2194,2194,0,95.11,Pass
INS035385,DEL035385,EMP0117,2024-08-30,2611,2611,0,98.93,Pass
INS035386,DEL035386,EMP0001,2025-04-01,1899,1899,0,95.66,Pass
INS035387,DEL035387,EMP0040,2025-11-26,1311,1311,0,98.13,Pass
INS035388,DEL035388,EMP0096,2024-10-28,358,358,0,98.88,Pass
INS035389,DEL035389,EMP0162,2024-08-15,790,790,0,96.38,Pass
INS035390,DEL035390,EMP0110,2026-01-14,1536,1531,5,87.01,Minor Issue
INS035391,DEL035391,EMP0080,2025-03-10,3029,3029,0,95.36,Pass
INS035392,DEL035392,EMP0096,2026-01-29,2045,2045,0,98.2,Pass
INS035393,DEL035393,EMP0187,2025-08-22,199,193,6,58.41,Fail
INS035394,DEL035394,EMP0043,2026-06-29,547,545,2,87.39,Minor Issue
INS035395,DEL035395,EMP0180,2025-04-18,1472,1472,0,99.44,Pass
INS035396,DEL035396,EMP0154,2025-12-13,849,849,0,96.69,Pass
INS035397,DEL035397,EMP0162,2024-10-08,127,127,0,99.51,Pass
INS035398,DEL035398,EMP0115,2026-03-08,1907,1906,1,82.75,Minor Issue
INS035399,DEL035399,EMP0109,2024-07-20,2517,2517,0,98.55,Pass
INS035400,DEL035400,EMP0022,2026-01-07,920,920,0,97.88,Pass
INS035401,DEL035401,EMP0129,2024-11-28,4290,4290,0,96.5,Pass
INS035402,DEL035402,EMP0009,2024-11-25,423,423,0,99.48,Pass
INS035403,DEL035403,EMP0143,2025-01-10,867,867,0,98.59,Pass
INS035404,DEL035404,EMP0042,2026-03-29,2048,2048,0,96.48,Pass
INS035405,DEL035405,EMP0195,2024-10-30,1073,1073,0,98.52,Pass
INS035406,DEL035406,EMP0001,2024-07-28,109,109,0,99.74,Pass
INS035407,DEL035407,EMP0144,2026-03-03,1793,1793,0,95.07,Pass
INS035408,DEL035408,EMP0198,2026-07-19,2438,2436,2,91.74,Minor Issue
INS035409,DEL035409,EMP0010,2025-09-23,2530,2525,5,87.38,Minor Issue
INS035410,DEL035410,EMP0190,2025-07-22,2401,2401,0,96.96,Pass
INS035411,DEL035411,EMP0109,2025-11-10,562,562,0,97.63,Pass
INS035412,DEL035412,EMP0085,2025-10-06,248,248,0,97.86,Pass
INS035413,DEL035413,EMP0080,2025-08-29,3591,3591,0,96.17,Pass
INS035414,DEL035414,EMP0109,2026-07-02,3829,3829,0,98.01,Pass
INS035415,DEL035415,EMP0014,2026-04-07,940,940,0,95.22,Pass
INS035416,DEL035416,EMP0184,2026-04-01,1161,1161,0,99.45,Pass
INS035417,DEL035417,EMP0156,2026-07-05,2797,2797,0,98.84,Pass
INS035418,DEL035418,EMP0172,2025-12-22,998,998,0,98.62,Pass
INS035419,DEL035419,EMP0142,2025-04-25,882,882,0,99.76,Pass
INS035420,DEL035420,EMP0111,2026-03-06,1825,1825,0,98.88,Pass
INS035421,DEL035421,EMP0060,2025-03-16,344,344,0,97.06,Pass
INS035422,DEL035422,EMP0172,2026-01-27,3331,3331,0,95.87,Pass
INS035423,DEL035423,EMP0144,2025-07-03,690,670,20,88.72,Minor Issue
INS035424,DEL035424,EMP0061,2024-12-16,3471,3471,0,96.02,Pass
INS035425,DEL035425,EMP0107,2024-11-08,2700,2700,0,99.09,Pass
INS035426,DEL035426,EMP0009,2026-07-03,1698,1693,5,89.63,Minor Issue
INS035427,DEL035427,EMP0079,2026-02-17,776,776,0,99.55,Pass
INS035428,DEL035428,EMP0085,2026-04-27,1655,1655,0,97.53,Pass
INS035429,DEL035429,EMP0010,2026-05-02,2806,2801,5,83.86,Minor Issue
INS035430,DEL035430,EMP0090,2025-06-20,1665,1665,0,98.13,Pass
INS035431,DEL035431,EMP0079,2025-07-12,4500,4500,0,98.21,Pass
INS035432,DEL035432,EMP0198,2024-09-24,1118,1118,0,95.86,Pass
INS035433,DEL035433,EMP0193,2024-09-17,3218,3218,0,99.93,Pass
INS035434,DEL035434,EMP0010,2025-06-26,611,611,0,97.45,Pass
INS035435,DEL035435,EMP0077,2026-06-05,1902,1901,1,80.2,Minor Issue
INS035436,DEL035436,EMP0014,2024-11-01,564,564,0,98.34,Pass
INS035437,DEL035437,EMP0089,2024-09-19,238,238,0,98.65,Pass
INS035438,DEL035438,EMP0198,2026-01-31,811,811,0,96.43,Pass
INS035439,DEL035439,EMP0162,2026-02-02,1130,1130,0,96.42,Pass
INS035440,DEL035440,EMP0028,2025-05-05,2570,2570,0,98.35,Pass
INS035441,DEL035441,EMP0160,2025-12-12,828,828,0,98.88,Pass
INS035442,DEL035442,EMP0194,2025-02-21,992,992,0,98.42,Pass
INS035443,DEL035443,EMP0115,2025-06-24,3580,3580,0,99.5,Pass
INS035444,DEL035444,EMP0162,2025-11-25,3137,3137,0,99.21,Pass
INS035445,DEL035445,EMP0076,2024-11-02,2286,2283,3,93.33,Minor Issue
INS035446,DEL035446,EMP0077,2025-08-25,1817,1817,0,97.08,Pass
INS035447,DEL035447,EMP0076,2025-08-09,989,989,0,96.92,Pass
INS035448,DEL035448,EMP0046,2026-03-02,3546,3546,0,96.46,Pass
INS035449,DEL035449,EMP0110,2026-05-29,50,50,0,96.78,Pass
INS035450,DEL035450,EMP0090,2026-06-29,1510,1510,0,98.63,Pass
INS035451,DEL035451,EMP0163,2024-11-10,2334,2334,0,96.87,Pass
INS035452,DEL035452,EMP0046,2025-02-18,2828,2828,0,96.81,Pass
INS035453,DEL035453,EMP0170,2025-11-06,3395,3395,0,95.59,Pass
INS035454,DEL035454,EMP0054,2025-12-19,1949,1949,0,99.61,Pass
INS035455,DEL035455,EMP0009,2026-01-23,186,186,0,96.97,Pass
INS035456,DEL035456,EMP0146,2026-07-16,988,981,7,85.93,Minor Issue
INS035457,DEL035457,EMP0156,2025-05-12,1680,1680,0,97.24,Pass
INS035458,DEL035458,EMP0044,2025-01-06,1684,1684,0,96.79,Pass
INS035459,DEL035459,EMP0044,2025-04-08,2197,2197,0,96.67,Pass
INS035460,DEL035460,EMP0014,2025-06-25,1157,1157,0,96.47,Pass
INS035461,DEL035461,EMP0007,2026-05-25,1557,1557,0,98.43,Pass
INS035462,DEL035462,EMP0096,2025-07-10,1990,1990,0,98.78,Pass
INS035463,DEL035463,EMP0011,2024-10-08,347,327,20,67.22,Fail
INS035464,DEL035464,EMP0170,2025-08-07,3561,3561,0,98.36,Pass
INS035465,DEL035465,EMP0195,2025-02-28,3348,3348,0,99.06,Pass
INS035466,DEL035466,EMP0162,2024-11-09,76,76,0,96.43,Pass
INS035467,DEL035467,EMP0174,2025-02-18,2949,2947,2,84.36,Minor Issue
INS035468,DEL035468,EMP0089,2024-10-13,279,269,10,78.53,Fail
INS035469,DEL035469,EMP0060,2024-07-25,1813,1811,2,84.53,Minor Issue
INS035470,DEL035470,EMP0144,2025-03-01,930,930,0,96.78,Pass
INS035471,DEL035471,EMP0042,2025-09-23,1129,1124,5,92.33,Minor Issue
INS035472,DEL035472,EMP0043,2026-04-15,190,190,0,97.48,Pass
INS035473,DEL035473,EMP0014,2025-03-21,1293,1293,0,98.33,Pass
INS035474,DEL035474,EMP0172,2025-03-27,213,213,0,96.24,Pass
INS035475,DEL035475,EMP0077,2024-11-06,3444,3444,0,97.58,Pass
INS035476,DEL035476,EMP0184,2026-03-17,1828,1828,0,99.28,Pass
INS035477,DEL035477,EMP0066,2025-08-28,1913,1913,0,95.43,Pass
INS035478,DEL035478,EMP0040,2025-10-29,2013,2013,0,99.25,Pass
INS035479,DEL035479,EMP0154,2024-12-20,989,989,0,98.39,Pass
INS035480,DEL035480,EMP0091,2026-05-29,2597,2597,0,95.83,Pass
INS035481,DEL035481,EMP0017,2026-04-18,817,817,0,97.33,Pass
INS035482,DEL035482,EMP0116,2025-06-28,4539,4539,0,95.42,Pass
INS035483,DEL035483,EMP0197,2025-01-14,538,536,2,90.84,Minor Issue
INS035484,DEL035484,EMP0006,2025-02-27,1077,1077,0,96.13,Pass
INS035485,DEL035485,EMP0183,2025-08-30,1907,1907,0,98.57,Pass
INS035486,DEL035486,EMP0136,2025-02-27,2181,2181,0,95.71,Pass
INS035487,DEL035487,EMP0110,2025-09-18,1303,1298,5,90.87,Minor Issue
INS035488,DEL035488,EMP0142,2025-01-03,1549,1549,0,98.33,Pass
INS035489,DEL035489,EMP0136,2024-12-15,615,615,0,96.5,Pass
INS035490,DEL035490,EMP0172,2026-02-13,881,876,5,81.76,Minor Issue
INS035491,DEL035491,EMP0160,2026-03-27,698,698,0,97.32,Pass
INS035492,DEL035492,EMP0076,2024-12-25,130,130,0,99.4,Pass
INS035493,DEL035493,EMP0042,2025-09-25,1685,1683,2,93.74,Minor Issue
INS035494,DEL035494,EMP0089,2024-08-09,1127,1117,10,92.73,Minor Issue
INS035495,DEL035495,EMP0170,2026-03-16,63,63,0,95.84,Pass
INS035496,DEL035496,EMP0011,2026-06-06,354,354,0,98.64,Pass
INS035497,DEL035497,EMP0027,2025-08-01,2253,2253,0,99.17,Pass
INS035498,DEL035498,EMP0172,2025-05-17,2560,2550,10,87.44,Minor Issue
INS035499,DEL035499,EMP0165,2026-07-04,2173,2172,1,86.88,Minor Issue
INS035500,DEL035500,EMP0143,2025-03-08,1294,1294,0,98.25,Pass
INS035501,DEL035501,EMP0123,2026-05-28,617,607,10,82.37,Minor Issue
INS035502,DEL035502,EMP0028,2025-08-19,1470,1460,10,86.03,Minor Issue
INS035503,DEL035503,EMP0054,2025-01-22,3261,3261,0,95.77,Pass
INS035504,DEL035504,EMP0184,2025-08-06,1430,1430,0,98.9,Pass
INS035505,DEL035505,EMP0051,2025-10-06,4216,4216,0,97.68,Pass
INS035506,DEL035506,EMP0066,2025-01-13,2784,2782,2,83.83,Minor Issue
INS035507,DEL035507,EMP0076,2026-02-25,443,438,5,87.77,Minor Issue
INS035508,DEL035508,EMP0044,2026-02-27,2289,2289,0,95.08,Pass
INS035509,DEL035509,EMP0187,2025-05-18,1213,1193,20,82.14,Minor Issue
INS035510,DEL035510,EMP0077,2024-09-13,617,617,0,99.86,Pass
INS035511,DEL035511,EMP0134,2024-10-22,2100,2100,0,95.41,Pass
INS035512,DEL035512,EMP0144,2026-05-14,1490,1490,0,99.15,Pass
INS035513,DEL035513,EMP0044,2026-01-14,2224,2224,0,96.34,Pass
INS035514,DEL035514,EMP0174,2026-01-19,898,896,2,83.82,Minor Issue
INS035515,DEL035515,EMP0040,2025-01-06,1935,1935,0,96.58,Pass
INS035516,DEL035516,EMP0085,2024-11-18,1405,1405,0,97.18,Pass
INS035517,DEL035517,EMP0042,2024-11-05,3487,3486,1,82.09,Minor Issue
INS035518,DEL035518,EMP0163,2025-08-31,2734,2734,0,99.41,Pass
INS035519,DEL035519,EMP0186,2025-08-23,1658,1658,0,97.06,Pass
INS035520,DEL035520,EMP0109,2026-03-28,1416,1416,0,96.69,Pass
INS035521,DEL035521,EMP0109,2026-02-05,191,191,0,95.54,Pass
INS035522,DEL035522,EMP0162,2024-08-27,1684,1684,0,99.77,Pass
INS035523,DEL035523,EMP0022,2026-06-16,3160,3158,2,89.95,Minor Issue
INS035524,DEL035524,EMP0077,2024-09-18,351,351,0,95.96,Pass
INS035525,DEL035525,EMP0163,2024-10-24,1217,1217,0,95.82,Pass
INS035526,DEL035526,EMP0046,2024-08-01,1900,1899,1,85.44,Minor Issue
INS035527,DEL035527,EMP0134,2026-01-27,304,304,0,96.68,Pass
INS035528,DEL035528,EMP0134,2025-11-05,2857,2857,0,99.17,Pass
INS035529,DEL035529,EMP0115,2026-04-04,1536,1536,0,98.7,Pass
INS035530,DEL035530,EMP0016,2026-04-23,1030,1030,0,98.49,Pass
INS035531,DEL035531,EMP0080,2024-12-28,783,773,10,87.77,Minor Issue
INS035532,DEL035532,EMP0016,2025-08-06,1164,1164,0,96.05,Pass
INS035533,DEL035533,EMP0057,2026-06-01,3886,3886,0,99.13,Pass
INS035534,DEL035534,EMP0170,2025-06-14,1167,1166,1,83.44,Minor Issue
INS035535,DEL035535,EMP0061,2026-04-01,2349,2349,0,98.02,Pass
INS035536,DEL035536,EMP0183,2026-05-20,1640,1640,0,99.85,Pass
INS035537,DEL035537,EMP0112,2026-02-12,1156,1156,0,98.28,Pass
INS035538,DEL035538,EMP0006,2025-11-10,1996,1996,0,96.68,Pass
INS035539,DEL035539,EMP0060,2024-07-21,286,286,0,97.91,Pass
INS035540,DEL035540,EMP0043,2026-02-08,1350,1350,0,96.09,Pass
INS035541,DEL035541,EMP0021,2026-01-30,1072,1072,0,99.29,Pass
INS035542,DEL035542,EMP0194,2025-03-20,1559,1559,0,99.11,Pass
INS035543,DEL035543,EMP0054,2025-11-10,1418,1418,0,98.82,Pass
INS035544,DEL035544,EMP0107,2026-02-11,2649,2649,0,97.93,Pass
INS035545,DEL035545,EMP0195,2024-12-17,1255,1255,0,99.72,Pass
INS035546,DEL035546,EMP0109,2026-06-14,1018,1017,1,91.89,Minor Issue
INS035547,DEL035547,EMP0162,2025-08-15,2333,2333,0,96.97,Pass
INS035548,DEL035548,EMP0117,2024-11-22,2589,2589,0,99.03,Pass
INS035549,DEL035549,EMP0193,2026-07-11,882,882,0,99.25,Pass
INS035550,DEL035550,EMP0197,2024-09-05,861,861,0,96.23,Pass
INS035551,DEL035551,EMP0046,2025-05-08,1177,1177,0,97.5,Pass
INS035552,DEL035552,EMP0195,2024-09-07,1657,1657,0,98.22,Pass
INS035553,DEL035553,EMP0016,2025-06-30,1024,1024,0,95.17,Pass
INS035554,DEL035554,EMP0144,2024-12-29,657,657,0,95.78,Pass
INS035555,DEL035555,EMP0163,2026-06-07,2840,2840,0,98.91,Pass
INS035556,DEL035556,EMP0001,2025-07-08,3286,3286,0,96.58,Pass
INS035557,DEL035557,EMP0183,2025-01-22,193,193,0,96.17,Pass
INS035558,DEL035558,EMP0195,2025-10-23,2974,2974,0,98.66,Pass
INS035559,DEL035559,EMP0061,2025-01-13,551,551,0,95.61,Pass
INS035560,DEL035560,EMP0054,2026-05-29,3194,3194,0,97.64,Pass
INS035561,DEL035561,EMP0061,2024-10-15,2727,2722,5,88.65,Minor Issue
INS035562,DEL035562,EMP0197,2026-02-23,808,803,5,89.19,Minor Issue
INS035563,DEL035563,EMP0170,2024-11-29,1803,1803,0,98.57,Pass
INS035564,DEL035564,EMP0117,2024-08-31,469,469,0,98.64,Pass
INS035565,DEL035565,EMP0001,2025-08-24,3685,3685,0,95.82,Pass
INS035566,DEL035566,EMP0003,2024-12-13,1110,1110,0,95.96,Pass
INS035567,DEL035567,EMP0042,2025-11-29,1866,1866,0,97.22,Pass
INS035568,DEL035568,EMP0195,2025-04-18,3844,3844,0,99.38,Pass
INS035569,DEL035569,EMP0091,2025-12-20,900,900,0,98.4,Pass
INS035570,DEL035570,EMP0001,2025-02-02,1058,1058,0,99.92,Pass
INS035571,DEL035571,EMP0143,2026-07-27,1681,1681,0,97.07,Pass
INS035572,DEL035572,EMP0077,2026-06-26,3206,3201,5,83.69,Minor Issue
INS035573,DEL035573,EMP0180,2026-04-14,529,524,5,85.38,Minor Issue
INS035574,DEL035574,EMP0028,2024-08-20,462,462,0,98.33,Pass
INS035575,DEL035575,EMP0041,2025-04-11,375,375,0,95.84,Pass
INS035576,DEL035576,EMP0011,2024-10-16,534,534,0,97.98,Pass
INS035577,DEL035577,EMP0091,2024-09-28,892,892,0,98.56,Pass
INS035578,DEL035578,EMP0090,2024-07-11,106,106,0,96.42,Pass
INS035579,DEL035579,EMP0028,2026-04-11,363,363,0,98.19,Pass
INS035580,DEL035580,EMP0042,2024-12-30,1851,1851,0,97.92,Pass
INS035581,DEL035581,EMP0057,2024-11-08,727,727,0,97.22,Pass
INS035582,DEL035582,EMP0057,2025-11-15,401,391,10,84.33,Minor Issue
INS035583,DEL035583,EMP0197,2026-06-21,2837,2837,0,96.53,Pass
INS035584,DEL035584,EMP0006,2025-05-09,1732,1732,0,97.51,Pass
INS035585,DEL035585,EMP0042,2024-09-06,279,279,0,95.6,Pass
INS035586,DEL035586,EMP0197,2025-06-15,936,936,0,96.29,Pass
INS035587,DEL035587,EMP0085,2025-12-21,1463,1463,0,97.15,Pass
INS035588,DEL035588,EMP0021,2025-04-21,1767,1767,0,99.52,Pass
INS035589,DEL035589,EMP0123,2025-04-30,272,272,0,99.57,Pass
INS035590,DEL035590,EMP0109,2026-03-21,1549,1549,0,98.71,Pass
INS035591,DEL035591,EMP0160,2025-08-22,817,817,0,99.3,Pass
INS035592,DEL035592,EMP0080,2025-02-27,364,364,0,98.34,Pass
INS035593,DEL035593,EMP0144,2026-05-14,2860,2859,1,83.35,Minor Issue
INS035594,DEL035594,EMP0045,2025-04-21,570,570,0,96.41,Pass
INS035595,DEL035595,EMP0057,2024-08-21,581,581,0,99.95,Pass
INS035596,DEL035596,EMP0172,2025-12-12,3166,3166,0,98.65,Pass
INS035597,DEL035597,EMP0060,2024-08-17,386,386,0,99.91,Pass
INS035598,DEL035598,EMP0066,2024-09-29,143,138,5,64.79,Fail
INS035599,DEL035599,EMP0142,2025-07-07,3554,3552,2,86.68,Minor Issue
INS035600,DEL035600,EMP0045,2026-05-11,1160,1160,0,99.2,Pass
INS035601,DEL035601,EMP0110,2024-08-31,717,717,0,96.55,Pass
INS035602,DEL035602,EMP0066,2024-12-30,2518,2517,1,93.47,Minor Issue
INS035603,DEL035603,EMP0193,2025-08-30,3457,3456,1,93.78,Minor Issue
INS035604,DEL035604,EMP0044,2026-04-16,717,717,0,95.77,Pass
INS035605,DEL035605,EMP0134,2025-12-17,153,153,0,99.51,Pass
INS035606,DEL035606,EMP0111,2025-01-25,1169,1169,0,98.16,Pass
INS035607,DEL035607,EMP0054,2025-01-31,403,403,0,97.16,Pass
INS035608,DEL035608,EMP0187,2026-03-31,3595,3595,0,96.21,Pass
INS035609,DEL035609,EMP0041,2026-06-21,3493,3493,0,95.63,Pass
INS035610,DEL035610,EMP0079,2024-11-22,213,213,0,96.84,Pass
INS035611,DEL035611,EMP0162,2025-12-15,1313,1313,0,98.48,Pass
INS035612,DEL035612,EMP0054,2026-04-27,767,757,10,88.52,Minor Issue
INS035613,DEL035613,EMP0165,2024-08-31,2852,2852,0,96.28,Pass
INS035614,DEL035614,EMP0017,2024-07-31,1539,1539,0,95.62,Pass
INS035615,DEL035615,EMP0044,2025-10-09,377,377,0,99.02,Pass
INS035616,DEL035616,EMP0080,2026-03-10,890,890,0,98.61,Pass
INS035617,DEL035617,EMP0117,2025-06-27,4102,4097,5,82.85,Minor Issue
INS035618,DEL035618,EMP0061,2024-09-01,3085,3085,0,97.53,Pass
INS035619,DEL035619,EMP0111,2025-08-23,1794,1794,0,96.28,Pass
INS035620,DEL035620,EMP0096,2026-04-19,752,752,0,96.27,Pass
INS035621,DEL035621,EMP0085,2024-07-17,1179,1179,0,99.71,Pass
INS035622,DEL035622,EMP0183,2025-04-05,2690,2690,0,96.78,Pass
INS035623,DEL035623,EMP0006,2024-11-01,1533,1533,0,96.2,Pass
INS035624,DEL035624,EMP0123,2025-08-31,3565,3565,0,95.62,Pass
INS035625,DEL035625,EMP0109,2026-04-29,3669,3669,0,96.42,Pass
INS035626,DEL035626,EMP0136,2026-01-30,3107,3107,0,97.54,Pass
INS035627,DEL035627,EMP0044,2025-10-17,738,736,2,80.63,Minor Issue
INS035628,DEL035628,EMP0057,2025-11-18,3060,3060,0,96.02,Pass
INS035629,DEL035629,EMP0129,2025-08-16,1334,1334,0,98.69,Pass
INS035630,DEL035630,EMP0165,2025-03-11,719,717,2,84.19,Minor Issue
INS035631,DEL035631,EMP0198,2025-07-25,528,528,0,99.46,Pass
INS035632,DEL035632,EMP0077,2025-07-21,3933,3933,0,97.79,Pass
INS035633,DEL035633,EMP0197,2024-09-08,2625,2625,0,98.19,Pass
INS035634,DEL035634,EMP0136,2025-05-20,1236,1236,0,97.24,Pass
INS035635,DEL035635,EMP0001,2025-03-27,1417,1412,5,86.08,Minor Issue
INS035636,DEL035636,EMP0016,2025-12-20,41,41,0,96.22,Pass
INS035637,DEL035637,EMP0090,2025-03-20,1974,1969,5,93.73,Minor Issue
INS035638,DEL035638,EMP0055,2024-12-04,2447,2447,0,97.93,Pass
INS035639,DEL035639,EMP0011,2026-03-01,3645,3644,1,86.87,Minor Issue
INS035640,DEL035640,EMP0174,2025-09-09,1118,1118,0,95.45,Pass
INS035641,DEL035641,EMP0054,2024-08-13,930,910,20,91.56,Minor Issue
INS035642,DEL035642,EMP0001,2025-03-24,2195,2195,0,99.08,Pass
INS035643,DEL035643,EMP0080,2025-05-10,2157,2157,0,97.48,Pass
INS035644,DEL035644,EMP0076,2025-03-25,1540,1540,0,98.48,Pass
INS035645,DEL035645,EMP0136,2026-03-05,2881,2876,5,81.34,Minor Issue
INS035646,DEL035646,EMP0021,2024-11-13,1788,1788,0,97.19,Pass
INS035647,DEL035647,EMP0040,2024-10-25,182,182,0,95.97,Pass
INS035648,DEL035648,EMP0076,2025-05-20,429,428,1,89.07,Minor Issue
INS035649,DEL035649,EMP0028,2026-05-16,4234,4234,0,95.08,Pass
INS035650,DEL035650,EMP0057,2024-07-19,3929,3929,0,97.62,Pass
INS035651,DEL035651,EMP0091,2025-09-02,45,45,0,97.63,Pass
INS035652,DEL035652,EMP0197,2025-12-10,338,338,0,97.59,Pass
INS035653,DEL035653,EMP0163,2025-01-30,2991,2991,0,98.3,Pass
INS035654,DEL035654,EMP0045,2026-07-26,278,278,0,96.65,Pass
INS035655,DEL035655,EMP0079,2026-04-24,964,964,0,96.16,Pass
INS035656,DEL035656,EMP0183,2024-08-14,316,316,0,99.74,Pass
INS035657,DEL035657,EMP0001,2025-02-03,1621,1621,0,96.23,Pass
INS035658,DEL035658,EMP0188,2025-11-12,2407,2407,0,97.58,Pass
INS035659,DEL035659,EMP0060,2024-12-07,2935,2935,0,99.22,Pass
INS035660,DEL035660,EMP0060,2026-07-09,1320,1320,0,95.38,Pass
INS035661,DEL035661,EMP0180,2025-03-10,1097,1097,0,97.46,Pass
INS035662,DEL035662,EMP0195,2025-01-15,1624,1624,0,99.93,Pass
INS035663,DEL035663,EMP0183,2024-11-12,1522,1512,10,93.06,Minor Issue
INS035664,DEL035664,EMP0044,2025-09-04,3591,3591,0,95.47,Pass
INS035665,DEL035665,EMP0165,2025-01-13,450,439,11,88.72,Minor Issue
INS035666,DEL035666,EMP0112,2026-01-21,1687,1685,2,83.7,Minor Issue
INS035667,DEL035667,EMP0136,2025-01-08,796,766,30,75.07,Fail
INS035668,DEL035668,EMP0089,2024-09-17,2142,2142,0,99.57,Pass
INS035669,DEL035669,EMP0197,2025-08-23,3990,3990,0,99.01,Pass
INS035670,DEL035670,EMP0092,2025-10-29,88,88,0,99.88,Pass
INS035671,DEL035671,EMP0115,2024-08-13,1034,1034,0,95.09,Pass
INS035672,DEL035672,EMP0180,2026-02-28,1109,1109,0,95.78,Pass
INS035673,DEL035673,EMP0057,2026-04-14,1975,1975,0,97.11,Pass
INS035674,DEL035674,EMP0077,2025-03-05,1583,1583,0,95.54,Pass
INS035675,DEL035675,EMP0001,2025-03-31,1752,1752,0,99.47,Pass
INS035676,DEL035676,EMP0194,2026-05-26,2246,2244,2,88.39,Minor Issue
INS035677,DEL035677,EMP0007,2026-01-22,530,530,0,95.34,Pass
INS035678,DEL035678,EMP0109,2025-04-23,1793,1793,0,97.61,Pass
INS035679,DEL035679,EMP0001,2024-09-02,466,466,0,95.53,Pass
INS035680,DEL035680,EMP0154,2026-04-25,850,850,0,97.36,Pass
INS035681,DEL035681,EMP0134,2025-01-28,1076,1071,5,80.89,Minor Issue
INS035682,DEL035682,EMP0017,2025-03-03,2470,2464,6,80.77,Minor Issue
INS035683,DEL035683,EMP0197,2025-05-26,531,531,0,96.51,Pass
INS035684,DEL035684,EMP0154,2026-04-26,2206,2206,0,96.06,Pass
INS035685,DEL035685,EMP0116,2025-07-02,3646,3646,0,96.77,Pass
INS035686,DEL035686,EMP0007,2024-08-23,3244,3244,0,99.8,Pass
INS035687,DEL035687,EMP0017,2026-01-05,3529,3524,5,81.39,Minor Issue
INS035688,DEL035688,EMP0028,2025-03-29,1096,1094,2,80.47,Minor Issue
INS035689,DEL035689,EMP0117,2025-08-22,3474,3474,0,96.74,Pass
INS035690,DEL035690,EMP0184,2026-02-13,2968,2968,0,95.87,Pass
INS035691,DEL035691,EMP0180,2025-06-12,2937,2932,5,89.69,Minor Issue
INS035692,DEL035692,EMP0107,2025-02-04,1617,1617,0,96.45,Pass
INS035693,DEL035693,EMP0163,2025-04-19,1427,1422,5,85.02,Minor Issue
INS035694,DEL035694,EMP0003,2024-08-13,1957,1957,0,98.83,Pass
INS035695,DEL035695,EMP0174,2025-05-24,1621,1621,0,99.96,Pass
INS035696,DEL035696,EMP0129,2025-02-16,107,107,0,95.43,Pass
INS035697,DEL035697,EMP0044,2025-05-05,4084,4084,0,95.18,Pass
INS035698,DEL035698,EMP0051,2025-02-25,445,444,1,91.7,Minor Issue
INS035699,DEL035699,EMP0160,2026-04-30,179,179,0,96.16,Pass
INS035700,DEL035700,EMP0051,2025-12-26,167,166,1,83.69,Minor Issue
INS035701,DEL035701,EMP0027,2025-06-03,2436,2436,0,99.53,Pass
INS035702,DEL035702,EMP0091,2024-12-01,3632,3628,4,90.19,Minor Issue
INS035703,DEL035703,EMP0055,2025-01-05,1793,1793,0,97.88,Pass
INS035704,DEL035704,EMP0066,2024-10-13,3007,3007,0,96.19,Pass
INS035705,DEL035705,EMP0109,2025-07-02,947,947,0,97.59,Pass
INS035706,DEL035706,EMP0045,2024-09-10,1035,1035,0,98.64,Pass
INS035707,DEL035707,EMP0043,2025-03-10,1329,1329,0,95.32,Pass
INS035708,DEL035708,EMP0085,2026-06-21,3906,3906,0,97.77,Pass
INS035709,DEL035709,EMP0028,2025-09-29,2652,2652,0,95.83,Pass
INS035710,DEL035710,EMP0195,2025-04-04,872,872,0,95.98,Pass
INS035711,DEL035711,EMP0111,2025-02-21,771,751,20,80.75,Minor Issue
INS035712,DEL035712,EMP0057,2026-07-11,2301,2301,0,96.95,Pass
INS035713,DEL035713,EMP0060,2024-07-30,2006,2006,0,99.55,Pass
INS035714,DEL035714,EMP0190,2025-01-30,3450,3450,0,97.76,Pass
INS035715,DEL035715,EMP0001,2025-12-24,1991,1991,0,99.89,Pass
INS035716,DEL035716,EMP0144,2024-08-18,2126,2124,2,88.47,Minor Issue
INS035717,DEL035717,EMP0187,2026-01-27,1690,1690,0,99.49,Pass
INS035718,DEL035718,EMP0060,2024-08-08,1198,1198,0,98.71,Pass
INS035719,DEL035719,EMP0134,2025-01-14,1848,1848,0,96.62,Pass
INS035720,DEL035720,EMP0172,2025-05-14,364,364,0,96.8,Pass
INS035721,DEL035721,EMP0198,2026-06-16,619,619,0,98.5,Pass
INS035722,DEL035722,EMP0110,2025-05-09,1898,1898,0,98.28,Pass
INS035723,DEL035723,EMP0003,2024-08-14,2649,2649,0,96.4,Pass
INS035724,DEL035724,EMP0129,2024-12-04,1109,1109,0,95.68,Pass
