KPI_ID,SupplierID,Month,TotalReceived,TotalDefective,PPM,OnTimeDeliveryRate,AverageInspectionScore,ScrapCost,OpenCARCount,SupplierQualityScore,RiskLevel
KPI001880,SUP042,2026-01-01,15070,3,199.07,50.0,93.62,63.02,17,71.94,High
KPI001881,SUP095,2025-01-01,10769,13,1207.17,55.56,92.39,715.71,11,76.17,Medium
KPI001882,SUP066,2024-08-01,23073,19,823.47,87.5,94.3,1016.17,14,82.13,Medium
KPI001883,SUP060,2024-11-01,26345,6,227.75,72.73,94.93,489.52,13,78.46,Medium
KPI001884,SUP091,2025-07-01,25279,17,672.49,50.0,94.61,621.19,12,74.12,High
KPI001885,SUP099,2024-12-01,53725,12,223.36,56.67,94.83,652.71,22,65.14,High
KPI001886,SUP078,2025-09-01,32436,15,462.45,64.71,94.93,1067.95,19,70.91,High
KPI001887,SUP068,2025-09-01,39381,32,812.57,78.26,94.74,1266.01,15,77.36,Medium
KPI001888,SUP017,2025-05-01,26986,26,963.46,71.43,95.74,693.21,17,72.08,High
KPI001889,SUP100,2025-08-01,12685,0,0.0,55.56,97.09,0.0,9,81.36,Medium
KPI001890,SUP075,2025-09-01,8695,6,690.05,40.0,93.38,374.73,15,67.35,High
KPI001891,SUP097,2025-08-01,28884,52,1800.3,60.0,94.69,2376.7,11,71.66,High
KPI001892,SUP022,2026-07-01,23221,28,1205.81,46.67,93.1,819.25,16,71.38,High
KPI001893,SUP016,2025-10-01,19684,29,1473.28,71.43,92.99,697.72,26,74.45,High
KPI001894,SUP002,2024-11-01,20266,1,49.34,77.78,95.38,112.53,11,79.14,Medium
KPI001895,SUP081,2025-04-01,40949,17,415.15,72.22,94.2,467.02,9,82.19,Medium
KPI001896,SUP059,2025-06-01,34264,15,437.78,63.16,96.2,102.41,14,72.9,High
KPI001897,SUP058,2026-04-01,15522,9,579.82,70.0,95.57,702.21,11,74.38,High
KPI001898,SUP070,2025-01-01,16582,15,904.6,60.0,96.69,480.52,12,73.52,High
KPI001899,SUP093,2025-07-01,27280,17,623.17,61.11,92.7,519.92,12,77.14,Medium
KPI001900,SUP057,2025-04-01,39793,31,779.03,60.87,95.82,1279.51,18,70.03,High
KPI001901,SUP040,2025-07-01,19244,5,259.82,70.0,96.57,264.45,11,74.91,High
KPI001902,SUP097,2026-04-01,11196,6,535.91,83.33,89.85,307.22,11,80.02,Medium
KPI001903,SUP031,2025-10-01,19130,6,313.64,60.0,96.76,401.74,6,83.83,Medium
KPI001904,SUP012,2026-02-01,15601,1,64.1,81.82,95.91,112.53,18,76.15,Medium
KPI001905,SUP073,2026-02-01,17413,5,287.14,62.5,96.05,254.33,12,74.76,High
KPI001906,SUP002,2026-03-01,19215,7,364.3,45.45,94.1,625.69,11,70.43,High
KPI001907,SUP033,2024-09-01,42715,30,702.33,56.52,93.02,813.63,16,71.5,High
KPI001908,SUP097,2025-05-01,32167,15,466.32,60.0,94.84,267.83,11,74.33,High
KPI001909,SUP034,2025-08-01,13665,1,73.18,50.0,96.33,31.51,19,71.73,High
KPI001910,SUP077,2025-04-01,32126,12,373.53,70.59,94.77,445.64,20,71.23,High
KPI001911,SUP065,2025-08-01,13906,10,719.11,75.0,94.9,220.57,11,77.8,Medium
KPI001912,SUP014,2026-02-01,18704,7,374.25,83.33,93.96,647.07,14,76.98,Medium
KPI001913,SUP051,2026-04-01,8355,0,0.0,83.33,96.92,0.0,17,76.92,Medium
KPI001914,SUP014,2024-09-01,46725,13,278.22,81.48,96.06,427.63,14,76.71,Medium
KPI001915,SUP076,2026-02-01,30044,9,299.56,73.33,94.72,252.08,13,80.63,Medium
KPI001916,SUP041,2025-02-01,19947,6,300.8,60.0,95.75,157.55,21,69.08,High
KPI001917,SUP066,2025-05-01,27784,5,179.96,81.82,95.61,157.55,14,82.0,Medium
KPI001918,SUP065,2026-04-01,33899,27,796.48,73.08,95.91,693.21,11,77.16,Medium
KPI001919,SUP069,2025-06-01,44048,38,862.7,72.41,94.89,1657.62,10,77.7,Medium
KPI001920,SUP004,2025-04-01,5457,1,183.25,100.0,95.23,31.51,10,83.92,Medium
KPI001921,SUP008,2024-07-01,5532,5,903.83,100.0,91.98,94.53,20,76.92,Medium
KPI001922,SUP029,2025-12-01,16572,25,1508.57,43.75,94.26,711.21,14,63.59,High
KPI001923,SUP032,2025-09-01,44204,30,678.67,65.0,92.91,411.88,11,75.25,Medium
KPI001924,SUP047,2026-05-01,24559,27,1099.39,69.23,95.27,642.57,8,76.79,Medium
KPI001925,SUP093,2025-04-01,21052,10,475.01,80.0,96.77,189.06,12,82.16,Medium
KPI001926,SUP064,2026-02-01,26883,8,297.59,70.0,95.27,519.9,10,79.56,Medium
KPI001927,SUP009,2025-05-01,10193,15,1471.6,71.43,94.5,189.06,8,80.56,Medium
KPI001928,SUP099,2025-08-01,16161,44,2722.6,75.0,92.45,1370.67,22,64.72,High
KPI001929,SUP042,2026-02-01,20457,12,586.6,61.54,93.71,378.12,17,74.05,High
KPI001930,SUP014,2025-01-01,27353,5,182.8,61.54,94.99,207.06,14,71.91,High
KPI001931,SUP033,2026-07-01,57015,36,631.41,63.33,93.66,1153.47,16,73.35,High
KPI001932,SUP083,2025-08-01,14360,8,557.1,83.33,94.27,657.2,14,83.18,Medium
KPI001933,SUP060,2024-07-01,9715,3,308.8,50.0,91.12,94.53,13,72.61,High
KPI001934,SUP068,2024-09-01,29272,12,409.95,52.94,95.48,238.57,15,71.83,High
KPI001935,SUP080,2025-08-01,28632,2,69.85,75.0,96.18,63.02,11,80.01,Medium
KPI001936,SUP018,2025-05-01,10630,0,0.0,57.14,97.3,0.0,16,69.38,High
KPI001937,SUP056,2024-12-01,26071,0,0.0,72.73,97.49,0.0,10,78.4,Medium
KPI001938,SUP013,2025-05-01,36589,13,355.3,63.64,94.7,126.04,11,80.38,Medium
KPI001939,SUP050,2026-02-01,45601,6,131.58,88.0,95.41,196.94,12,82.85,Medium
KPI001940,SUP028,2026-05-01,27129,31,1142.69,70.59,94.15,642.57,11,81.62,Medium
KPI001941,SUP014,2025-08-01,34001,26,764.68,60.71,93.19,958.8,14,70.54,High
KPI001942,SUP034,2024-12-01,36147,40,1106.59,78.26,95.18,948.66,19,76.73,Medium
KPI001943,SUP090,2025-07-01,19095,1,52.37,68.75,96.64,31.51,12,77.48,Medium
KPI001944,SUP055,2024-09-01,12143,0,0.0,100.0,98.02,0.0,11,85.14,Medium
KPI001945,SUP008,2024-10-01,18090,30,1658.37,64.29,92.77,734.85,20,66.48,High
KPI001946,SUP035,2026-06-01,7142,0,0.0,80.0,97.76,0.0,10,82.32,Medium
KPI001947,SUP048,2024-07-01,5687,5,879.2,66.67,96.38,112.53,13,75.88,Medium
KPI001948,SUP073,2025-04-01,22915,17,741.87,53.33,94.15,876.64,12,71.56,High
KPI001949,SUP012,2025-02-01,29104,17,584.11,41.18,94.25,420.88,18,64.95,High
KPI001950,SUP057,2024-10-01,26351,33,1252.32,84.62,93.18,606.56,18,75.02,Medium
KPI001951,SUP058,2026-03-01,9837,2,203.31,87.5,95.98,112.53,11,79.51,Medium
KPI001952,SUP073,2025-09-01,22739,9,395.8,86.67,94.97,453.51,12,80.59,Medium
KPI001953,SUP069,2025-12-01,28762,33,1147.35,75.0,93.36,1254.75,10,77.78,Medium
KPI001954,SUP054,2025-04-01,45323,31,683.98,80.0,94.56,521.04,16,79.28,Medium
KPI001955,SUP099,2024-10-01,13389,5,373.44,85.71,96.45,157.55,22,72.1,High
KPI001956,SUP062,2025-09-01,13523,0,0.0,66.67,97.78,0.0,8,84.81,Medium
KPI001957,SUP055,2024-11-01,14772,3,203.09,57.14,94.8,102.41,11,74.01,High
KPI001958,SUP056,2025-11-01,33319,42,1260.54,73.33,91.27,829.37,10,76.03,Medium
KPI001959,SUP033,2025-09-01,17493,22,1257.65,80.0,90.47,228.45,16,76.26,Medium
KPI001960,SUP033,2025-12-01,35858,17,474.09,88.89,94.37,990.29,16,80.05,Medium
KPI001961,SUP081,2025-05-01,16848,0,0.0,69.23,97.52,0.0,9,82.27,Medium
KPI001962,SUP070,2025-02-01,23559,12,509.36,71.43,96.51,252.07,12,77.16,Medium
KPI001963,SUP016,2026-07-01,11751,11,936.09,63.64,93.99,545.79,26,73.58,High
KPI001964,SUP045,2025-03-01,31378,2,63.74,90.48,96.4,144.04,14,84.08,Medium
KPI001965,SUP073,2025-11-01,13474,0,0.0,83.33,97.77,0.0,12,80.55,Medium
KPI001966,SUP051,2026-05-01,36099,22,609.44,40.91,94.33,1294.14,17,65.1,High
KPI001967,SUP088,2026-03-01,26707,29,1085.86,75.0,94.84,380.37,16,78.79,Medium
KPI001968,SUP069,2025-03-01,36303,3,82.64,52.17,96.8,175.55,10,74.2,High
KPI001969,SUP029,2025-08-01,4979,0,0.0,83.33,97.49,0.0,14,76.51,Medium
KPI001970,SUP029,2025-03-01,9263,5,539.78,83.33,94.24,157.55,14,75.43,Medium
KPI001971,SUP080,2026-06-01,42439,26,612.64,73.08,96.14,877.77,11,78.44,Medium
KPI001972,SUP045,2025-10-01,26622,0,0.0,61.11,97.74,0.0,14,76.87,Medium
KPI001973,SUP012,2026-04-01,8308,1,120.37,83.33,94.87,31.51,18,76.41,Medium
KPI001974,SUP096,2024-10-01,21411,12,560.46,55.56,94.59,378.12,9,76.1,Medium
KPI001975,SUP032,2026-02-01,18839,0,0.0,44.44,97.87,0.0,11,71.47,High
KPI001976,SUP003,2025-06-01,14223,7,492.16,50.0,93.65,94.53,11,73.47,High
KPI001977,SUP054,2026-07-01,6461,13,2012.07,71.43,95.12,543.54,16,74.48,High
KPI001978,SUP018,2024-07-01,6383,5,783.33,100.0,93.24,264.45,16,78.53,Medium
KPI001979,SUP061,2024-10-01,24036,8,332.83,41.67,94.8,252.08,17,68.72,High
KPI001980,SUP054,2026-01-01,13996,22,1571.88,72.73,92.17,2827.96,16,75.69,Medium
KPI001981,SUP077,2024-08-01,26090,27,1034.88,69.23,93.99,1244.61,20,69.57,High
KPI001982,SUP059,2025-11-01,16321,14,857.79,44.44,92.96,440.0,14,67.38,High
KPI001983,SUP096,2026-05-01,31291,11,351.54,68.42,93.04,470.4,9,79.73,Medium
KPI001984,SUP081,2026-07-01,25554,1,39.13,83.33,97.15,31.51,9,85.72,Medium
KPI001985,SUP096,2024-11-01,7949,5,629.01,50.0,94.33,112.53,9,74.57,High
KPI001986,SUP005,2026-07-01,13610,12,881.7,66.67,91.01,279.09,16,71.92,High
KPI001987,SUP083,2026-05-01,23687,5,211.09,61.54,95.93,288.09,14,78.42,Medium
KPI001988,SUP052,2025-10-01,18589,17,914.52,75.0,95.66,441.14,14,81.1,Medium
KPI001989,SUP060,2026-03-01,33642,26,772.84,71.43,95.31,569.43,13,77.04,Medium
KPI001990,SUP040,2025-09-01,20725,9,434.26,80.0,95.78,252.08,11,77.06,Medium
KPI001991,SUP066,2024-10-01,17971,20,1112.9,80.0,95.37,1124.21,14,79.68,Medium
KPI001992,SUP089,2024-08-01,26578,23,865.38,58.82,93.93,338.74,15,74.2,High
KPI001993,SUP082,2024-10-01,25266,23,910.31,60.0,95.02,956.53,22,70.92,High
KPI001994,SUP059,2026-05-01,28251,4,141.59,76.92,95.88,175.55,14,76.93,Medium
KPI001995,SUP092,2025-11-01,8083,2,247.43,50.0,96.06,63.02,10,76.19,Medium
KPI001996,SUP017,2025-01-01,22684,13,573.09,65.0,95.64,1224.37,17,71.25,High
KPI001997,SUP011,2024-08-01,31535,21,665.93,55.56,95.05,1092.7,18,71.29,High
KPI001998,SUP063,2026-01-01,8838,5,565.74,87.5,95.84,283.59,19,78.32,Medium
KPI001999,SUP024,2025-05-01,22167,15,676.68,25.0,94.54,472.64,16,63.72,High
KPI002000,SUP082,2024-08-01,19732,13,658.83,66.67,94.27,370.24,22,73.09,High
KPI002001,SUP030,2025-04-01,24349,14,574.97,46.15,93.83,820.36,12,73.2,High
KPI002002,SUP076,2026-07-01,17429,3,172.13,37.5,92.21,153.05,13,71.93,High
KPI002003,SUP035,2024-12-01,31320,16,510.86,60.0,94.39,514.28,10,76.29,Medium
KPI002004,SUP044,2026-04-01,19851,7,352.63,90.91,96.18,157.55,9,83.21,Medium
KPI002005,SUP046,2024-08-01,10817,2,184.89,40.0,94.29,225.07,15,69.44,High
KPI002006,SUP033,2025-08-01,38156,10,262.08,68.42,96.55,1575.47,16,75.36,Medium
KPI002007,SUP044,2025-05-01,45210,39,862.64,62.96,94.97,858.65,9,75.2,Medium
KPI002008,SUP019,2024-08-01,14183,2,141.01,75.0,96.82,39.39,10,79.61,Medium
KPI002009,SUP032,2025-01-01,12155,7,575.89,54.55,95.76,141.79,11,72.84,High
KPI002010,SUP001,2024-07-01,31404,24,764.23,75.0,93.9,435.51,20,71.0,High
KPI002011,SUP019,2026-02-01,28283,14,495.0,71.43,95.53,862.01,10,78.01,Medium
KPI002012,SUP076,2026-03-01,33406,36,1077.65,73.68,94.24,1377.4,13,79.16,Medium
KPI002013,SUP016,2025-08-01,65488,43,656.61,75.76,94.28,1024.07,26,77.17,Medium
KPI002014,SUP096,2025-10-01,22834,29,1270.04,63.64,92.82,480.53,9,76.7,Medium
KPI002015,SUP041,2025-09-01,12030,1,83.13,60.0,95.59,31.51,21,69.52,High
KPI002016,SUP093,2026-07-01,31892,3,94.07,71.43,96.67,94.53,12,80.78,Medium
KPI002017,SUP011,2025-12-01,14832,10,674.22,57.14,96.99,468.14,18,71.66,High
KPI002018,SUP067,2025-11-01,9080,3,330.4,83.33,95.93,252.08,17,74.09,High
KPI002019,SUP084,2026-02-01,19916,9,451.9,63.64,92.31,382.61,14,76.22,Medium
KPI002020,SUP032,2025-10-01,15987,31,1939.08,75.0,94.58,661.7,11,75.23,Medium
KPI002021,SUP033,2026-05-01,11115,2,179.94,42.86,95.73,78.77,16,69.13,High
KPI002022,SUP015,2026-01-01,26662,13,487.59,55.0,95.4,705.59,17,74.73,High
KPI002023,SUP052,2024-10-01,15966,2,125.27,70.0,97.09,189.06,14,81.43,Medium
KPI002024,SUP086,2024-09-01,28375,11,387.67,68.42,93.87,126.04,11,76.93,Medium
KPI002025,SUP099,2026-05-01,26691,6,224.79,80.0,96.93,270.08,22,70.97,High
KPI002026,SUP026,2026-08-01,5962,0,0.0,60.0,97.54,0.0,8,76.97,Medium
KPI002027,SUP064,2026-04-01,27127,13,479.23,50.0,93.1,573.92,10,74.2,High
KPI002028,SUP018,2025-02-01,34821,26,746.68,83.33,93.62,837.26,16,74.43,High
KPI002029,SUP006,2026-03-01,11668,6,514.23,100.0,96.55,189.06,16,83.12,Medium
KPI002030,SUP019,2026-01-01,32695,6,183.51,69.57,96.52,246.45,10,78.17,Medium
KPI002031,SUP076,2024-08-01,24851,10,402.4,69.23,96.14,370.24,13,79.4,Medium
KPI002032,SUP050,2025-07-01,17973,6,333.83,63.64,95.44,126.04,12,76.35,Medium
KPI002033,SUP086,2025-01-01,20884,19,909.79,72.22,95.96,881.13,11,76.83,Medium
KPI002034,SUP013,2025-08-01,27802,48,1726.49,58.82,93.48,2402.59,11,76.43,Medium
KPI002035,SUP057,2026-04-01,16885,2,118.45,50.0,97.02,189.06,18,68.63,High
KPI002036,SUP100,2024-08-01,42399,11,259.44,78.95,94.7,220.57,9,86.69,Medium
KPI002037,SUP024,2025-11-01,25400,22,866.14,57.14,93.19,472.65,16,71.38,High
KPI002038,SUP043,2026-02-01,28562,19,665.22,37.5,95.18,688.7,10,72.51,High
KPI002039,SUP093,2025-08-01,22347,6,268.49,75.0,95.45,94.53,12,81.32,Medium
KPI002040,SUP073,2025-03-01,23768,10,420.73,75.0,96.92,270.08,12,77.62,Medium
KPI002041,SUP087,2026-03-01,16861,22,1304.79,87.5,93.73,590.81,15,81.68,Medium
KPI002042,SUP021,2025-05-01,20132,8,397.38,46.15,93.18,236.33,9,72.5,High
KPI002043,SUP087,2025-05-01,17118,5,292.09,37.5,95.66,94.53,15,71.2,High
KPI002044,SUP080,2025-05-01,3701,2,540.39,33.33,95.15,63.02,11,68.65,High
KPI002045,SUP028,2026-07-01,21896,14,639.39,33.33,95.72,409.62,11,73.31,High
KPI002046,SUP010,2025-12-01,12634,4,316.61,42.86,94.89,70.9,9,75.51,Medium
KPI002047,SUP001,2025-12-01,18620,17,913.0,83.33,95.76,354.48,20,72.79,High
KPI002048,SUP024,2025-06-01,25459,21,824.86,70.0,94.15,1075.84,16,74.68,High
KPI002049,SUP019,2025-07-01,6877,5,727.06,50.0,91.92,319.59,10,72.19,High
KPI002050,SUP019,2025-12-01,25083,11,438.54,44.44,96.05,419.75,10,71.37,High
KPI002051,SUP019,2025-11-01,11719,5,426.66,83.33,97.14,157.55,10,81.12,Medium
KPI002052,SUP087,2025-03-01,35914,45,1252.99,55.0,93.46,2939.38,15,73.66,High
KPI002053,SUP080,2025-07-01,32049,14,436.83,54.55,94.69,595.31,11,74.16,High
KPI002054,SUP073,2024-08-01,20412,2,97.98,60.0,95.22,63.02,12,74.52,High
KPI002055,SUP065,2025-11-01,24777,24,968.64,68.75,94.86,918.28,11,75.74,Medium
KPI002056,SUP086,2025-10-01,28132,10,355.47,78.57,97.03,220.57,11,79.53,Medium
KPI002057,SUP015,2026-03-01,23151,9,388.75,93.75,95.39,535.66,17,84.62,Medium
KPI002058,SUP022,2024-11-01,41874,22,525.39,75.0,95.33,432.13,16,79.83,Medium
KPI002059,SUP087,2026-06-01,17232,1,58.03,78.57,96.8,157.55,15,81.94,Medium
KPI002060,SUP023,2026-03-01,21145,11,520.22,76.92,93.41,599.8,13,79.22,Medium
KPI002061,SUP085,2025-12-01,17089,21,1228.86,66.67,94.29,982.42,11,77.48,Medium
KPI002062,SUP078,2025-01-01,21968,7,318.65,58.33,95.99,204.81,19,69.61,High
KPI002063,SUP005,2026-02-01,11824,3,253.72,25.0,95.06,94.53,16,62.76,High
KPI002064,SUP059,2024-09-01,22444,21,935.66,68.75,93.77,578.43,14,73.3,High
KPI002065,SUP094,2025-01-01,29638,44,1484.58,71.43,87.54,1848.94,13,79.29,Medium
KPI002066,SUP045,2025-12-01,27450,50,1821.49,52.63,92.25,2255.19,14,71.1,High
KPI002067,SUP030,2025-01-01,16997,0,0.0,58.33,97.28,0.0,12,77.4,Medium
KPI002068,SUP055,2025-04-01,23759,2,84.18,75.0,96.91,63.02,11,78.72,Medium
KPI002069,SUP042,2024-08-01,17812,37,2077.25,57.14,92.56,979.04,17,69.97,High
KPI002070,SUP072,2025-10-01,21192,3,141.56,50.0,96.76,63.02,10,76.72,Medium
KPI002071,SUP007,2026-05-01,27445,35,1275.28,76.92,95.13,1808.42,12,81.36,Medium
KPI002072,SUP078,2025-12-01,16340,8,489.6,77.78,90.57,297.09,19,74.13,High
KPI002073,SUP044,2025-04-01,56999,8,140.35,68.0,96.04,228.45,9,77.91,Medium
KPI002074,SUP001,2026-04-01,25371,6,236.49,73.33,93.43,196.94,20,71.64,High
KPI002075,SUP100,2024-07-01,4468,0,0.0,100.0,97.54,0.0,9,92.47,Low
KPI002076,SUP043,2025-09-01,10827,21,1939.6,62.5,94.27,354.49,10,76.21,Medium
KPI002077,SUP082,2026-03-01,20399,23,1127.51,43.75,94.62,1082.58,22,66.42,High
KPI002078,SUP069,2025-02-01,45747,28,612.06,54.84,93.13,1209.74,10,73.81,High
KPI002079,SUP025,2025-04-01,12622,0,0.0,71.43,97.94,0.0,11,79.75,Medium
KPI002080,SUP002,2025-04-01,28379,7,246.66,70.59,96.22,153.05,11,76.95,Medium
KPI002081,SUP080,2024-10-01,22346,26,1163.52,69.23,93.6,1082.58,11,76.38,Medium
KPI002082,SUP070,2025-10-01,19423,11,566.34,42.86,95.26,647.07,12,69.91,High
KPI002083,SUP079,2025-03-01,21463,22,1025.02,60.0,95.78,841.76,15,73.97,High
KPI002084,SUP019,2024-11-01,31272,9,287.8,76.19,95.87,396.12,10,79.61,Medium
KPI002085,SUP066,2026-01-01,4307,0,0.0,66.67,98.47,0.0,14,78.57,Medium
KPI002086,SUP057,2026-05-01,43021,20,464.89,52.38,94.98,507.53,18,68.53,High
KPI002087,SUP076,2025-05-01,11963,0,0.0,88.89,97.99,0.0,13,85.12,Medium
KPI002088,SUP098,2026-07-01,3895,0,0.0,50.0,98.53,0.0,5,82.36,Medium
KPI002089,SUP066,2024-12-01,33085,11,332.48,61.11,96.67,295.96,14,76.52,Medium
KPI002090,SUP003,2025-02-01,16084,5,310.87,81.82,96.11,94.53,11,81.79,Medium
KPI002091,SUP012,2026-06-01,18245,15,822.14,75.0,96.12,471.52,18,72.93,High
KPI002092,SUP045,2025-11-01,17683,29,1639.99,55.56,93.46,315.1,14,72.2,High
KPI002093,SUP091,2025-09-01,18214,13,713.74,46.15,95.16,976.79,12,73.07,High
KPI002094,SUP097,2025-06-01,15600,10,641.03,41.67,95.81,322.98,11,69.4,High
KPI002095,SUP091,2025-08-01,22407,11,490.92,69.23,94.38,246.45,12,79.29,Medium
KPI002096,SUP028,2025-03-01,15963,21,1315.54,81.82,93.7,721.35,11,84.08,Medium
KPI002097,SUP016,2025-09-01,8236,6,728.51,33.33,94.86,270.08,26,66.42,High
KPI002098,SUP070,2024-11-01,15251,5,327.85,66.67,93.01,265.58,12,76.34,Medium
KPI002099,SUP008,2026-01-01,16763,3,178.97,81.82,95.01,63.02,20,73.82,High
KPI002100,SUP059,2026-07-01,20491,8,390.42,90.91,95.94,252.08,14,79.93,Medium
KPI002101,SUP038,2024-08-01,27705,8,288.76,40.0,94.78,238.57,15,69.35,High
KPI002102,SUP035,2026-04-01,17967,3,166.97,57.14,96.28,94.53,10,76.27,Medium
KPI002103,SUP051,2025-09-01,34621,48,1386.44,47.62,94.53,1414.54,17,65.22,High
KPI002104,SUP011,2025-06-01,19734,0,0.0,80.0,97.36,0.0,18,78.73,Medium
KPI002105,SUP036,2026-02-01,15452,32,2070.93,71.43,92.84,988.05,22,72.41,High
KPI002106,SUP067,2024-11-01,18885,12,635.42,50.0,94.44,650.45,17,65.15,High
KPI002107,SUP093,2025-01-01,26289,17,646.66,53.85,95.03,809.12,12,75.28,Medium
KPI002108,SUP065,2025-05-01,23814,17,713.87,72.73,95.52,184.56,11,77.24,Medium
KPI002109,SUP048,2026-06-01,32246,13,403.15,50.0,95.17,405.13,13,72.66,High
KPI002110,SUP021,2025-01-01,14732,2,135.76,44.44,95.7,39.39,9,72.59,High
KPI002111,SUP067,2025-06-01,28494,21,737.0,57.14,94.72,443.39,17,66.73,High
KPI002112,SUP032,2025-11-01,23512,17,723.04,66.67,95.85,515.4,11,75.58,Medium
KPI002113,SUP006,2024-09-01,17184,1,58.19,55.56,97.68,31.51,16,72.92,High
KPI002114,SUP072,2024-10-01,35720,12,335.95,80.77,95.61,340.98,10,84.02,Medium
KPI002115,SUP076,2024-07-01,3578,12,3353.83,83.33,92.12,183.43,13,77.02,Medium
KPI002116,SUP075,2026-03-01,9437,12,1271.59,58.33,97.11,126.04,15,70.77,High
KPI002117,SUP088,2025-06-01,14995,10,666.89,77.78,94.92,216.07,16,80.33,Medium
KPI002118,SUP053,2024-08-01,38692,29,749.51,80.0,94.66,955.4,13,78.18,Medium
KPI002119,SUP035,2026-01-01,20471,8,390.8,61.54,95.89,467.02,10,76.92,Medium
KPI002120,SUP078,2025-08-01,6913,0,0.0,40.0,97.35,0.0,19,65.66,High
KPI002121,SUP017,2026-07-01,25534,10,391.63,45.45,93.11,189.06,17,66.73,High
KPI002122,SUP025,2025-08-01,19091,2,104.76,43.75,96.8,63.02,11,72.62,High
KPI002123,SUP003,2024-11-01,29631,7,236.24,73.68,94.85,453.51,11,79.9,Medium
KPI002124,SUP028,2024-08-01,27176,33,1214.31,57.14,89.97,1569.84,11,78.11,Medium
KPI002125,SUP081,2026-05-01,11949,1,83.69,50.0,95.61,90.03,9,77.3,Medium
KPI002126,SUP100,2026-07-01,13353,6,449.34,80.0,94.85,230.69,9,86.57,Medium
KPI002127,SUP086,2025-09-01,34047,17,499.31,47.37,94.21,449.02,11,71.44,High
KPI002128,SUP012,2026-07-01,6581,0,0.0,50.0,97.69,0.0,18,68.32,High
KPI002129,SUP023,2025-05-01,23253,16,688.08,78.57,95.61,824.87,13,79.3,Medium
KPI002130,SUP031,2026-04-01,14142,10,707.11,100.0,95.65,693.21,6,93.04,Low
KPI002131,SUP093,2026-02-01,15302,5,326.75,58.33,95.28,283.59,12,77.04,Medium
KPI002132,SUP044,2025-10-01,10677,5,468.3,55.56,95.78,157.55,9,74.14,High
KPI002133,SUP095,2026-04-01,17089,13,760.72,68.75,93.45,713.47,11,80.36,Medium
KPI002134,SUP013,2024-07-01,2927,0,0.0,80.0,96.54,0.0,11,85.18,Medium
KPI002135,SUP081,2024-11-01,17203,4,232.52,42.86,95.03,225.06,9,75.22,Medium
KPI002136,SUP074,2025-02-01,9281,7,754.23,62.5,97.11,256.58,15,77.45,Medium
KPI002137,SUP010,2025-03-01,12186,2,164.12,44.44,95.4,63.02,9,76.21,Medium
KPI002138,SUP009,2025-12-01,18866,21,1113.11,27.27,91.77,346.61,8,70.24,High
KPI002139,SUP021,2025-07-01,31689,34,1072.93,65.0,94.04,908.16,9,75.86,Medium
KPI002140,SUP078,2024-07-01,5668,0,0.0,66.67,97.33,0.0,19,72.33,High
KPI002141,SUP088,2025-07-01,4371,3,686.34,75.0,93.57,63.02,16,79.59,Medium
KPI002142,SUP068,2024-07-01,1307,0,0.0,50.0,98.76,0.0,15,71.92,High
KPI002143,SUP054,2024-08-01,12899,7,542.68,54.55,95.32,440.01,16,73.2,High
KPI002144,SUP026,2024-08-01,24209,21,867.45,60.0,93.2,354.48,8,75.23,Medium
KPI002145,SUP049,2025-01-01,25431,14,550.51,20.0,93.9,283.59,9,68.92,High
KPI002146,SUP027,2025-01-01,36535,32,875.87,84.0,94.48,632.45,13,78.27,Medium
KPI002147,SUP067,2024-07-01,10598,10,943.57,55.56,95.8,422.0,17,65.92,High
KPI002148,SUP089,2024-07-01,5655,3,530.5,83.33,93.95,183.43,15,81.0,Medium
KPI002149,SUP017,2025-02-01,15195,2,131.62,81.82,95.13,63.02,17,76.34,Medium
KPI002150,SUP023,2025-10-01,10122,12,1185.54,62.5,94.92,234.07,13,74.28,High
KPI002151,SUP049,2025-12-01,27229,2,73.45,73.33,97.09,31.51,9,83.21,Medium
KPI002152,SUP029,2024-07-01,4256,0,0.0,50.0,98.22,0.0,14,68.17,High
KPI002153,SUP050,2026-04-01,21849,14,640.76,57.14,93.95,204.81,12,74.12,High
KPI002154,SUP086,2026-01-01,15733,5,317.8,77.78,93.96,214.94,11,79.41,Medium
KPI002155,SUP081,2025-02-01,33548,12,357.7,47.62,95.95,315.1,9,76.16,Medium
KPI002156,SUP099,2025-09-01,26178,17,649.4,52.63,94.12,1126.47,22,63.27,High
KPI002157,SUP090,2024-08-01,35869,36,1003.65,72.22,95.37,2908.99,12,76.44,Medium
KPI002158,SUP100,2025-02-01,15518,10,644.41,71.43,91.59,382.62,9,84.04,Medium
KPI002159,SUP071,2026-02-01,45513,26,571.27,80.0,94.02,1180.49,9,78.77,Medium
KPI002160,SUP024,2024-12-01,19848,10,503.83,80.0,94.29,252.08,16,77.82,Medium
KPI002161,SUP029,2025-07-01,17337,5,288.4,55.56,95.67,157.55,14,68.99,High
KPI002162,SUP083,2024-08-01,38688,29,749.59,61.11,94.96,688.71,14,77.24,Medium
KPI002163,SUP068,2025-03-01,18351,21,1144.35,66.67,92.31,1359.41,15,73.8,High
KPI002164,SUP009,2024-11-01,13626,15,1100.84,54.55,94.7,488.4,8,77.08,Medium
KPI002165,SUP074,2024-10-01,9587,0,0.0,55.56,97.16,0.0,15,77.23,Medium
KPI002166,SUP081,2026-04-01,15047,0,0.0,88.89,97.48,0.0,9,87.19,Medium
