PO_ID,SupplierID,PlantID,OrderDate,DueDate,POStatus,TotalAmount
PO015444,SUP034,PLT006,2025-04-14,2025-04-24,Closed,613367.1
PO015445,SUP096,PLT005,2024-08-20,2024-09-18,Closed,1550647.58
PO015446,SUP034,PLT005,2024-07-10,2024-08-06,Delayed,674323.19
PO015447,SUP071,PLT003,2024-08-06,2024-08-17,Closed,515021.63
PO015448,SUP077,PLT002,2026-05-21,2026-05-28,Closed,1496333.97
PO015449,SUP046,PLT003,2025-04-25,2025-05-29,Closed,601873.12
PO015450,SUP064,PLT006,2025-09-06,2025-09-24,Closed,668033.74
PO015451,SUP088,PLT003,2024-12-16,2024-12-26,Closed,1015628.66
PO015452,SUP040,PLT005,2024-09-26,2024-11-01,Closed,936629.48
PO015453,SUP052,PLT004,2025-01-18,2025-02-15,Closed,1798566.44
PO015454,SUP094,PLT001,2025-09-24,2025-10-02,Closed,690874.6
PO015455,SUP001,PLT005,2024-11-30,2025-01-01,Closed,744670.63
PO015456,SUP035,PLT006,2024-10-23,2024-11-18,Closed,1021430.4
PO015457,SUP047,PLT001,2025-02-06,2025-02-19,Closed,1100645.72
PO015458,SUP100,PLT006,2024-11-22,2024-12-07,Closed,1152595.72
PO015459,SUP043,PLT001,2026-05-20,2026-06-10,Closed,1243724.71
PO015460,SUP049,PLT004,2024-08-17,2024-09-16,Closed,395723.65
PO015461,SUP004,PLT003,2025-02-17,2025-03-19,Closed,726243.42
PO015462,SUP047,PLT006,2024-12-12,2025-01-20,Closed,164839.47
PO015463,SUP055,PLT003,2025-03-28,2025-05-03,Closed,1084328.11
PO015464,SUP028,PLT004,2026-02-09,2026-03-24,Closed,1223657.16
PO015465,SUP075,PLT001,2025-08-19,2025-09-10,Delayed,185235.34
PO015466,SUP063,PLT003,2025-12-05,2025-12-31,Closed,1095497.47
PO015467,SUP073,PLT005,2024-09-21,2024-10-07,Open,533889.96
PO015468,SUP042,PLT002,2026-03-26,2026-04-14,Open,820313.58
PO015469,SUP094,PLT004,2025-10-14,2025-11-26,Closed,166082.25
PO015470,SUP076,PLT001,2024-09-20,2024-09-28,Open,756920.89
PO015471,SUP055,PLT003,2025-09-15,2025-10-21,Closed,702713.29
PO015472,SUP024,PLT003,2025-09-07,2025-10-03,Closed,1212410.04
PO015473,SUP022,PLT001,2025-04-16,2025-05-07,Open,1501088.73
PO015474,SUP007,PLT002,2025-04-01,2025-05-15,Closed,653167.01
PO015475,SUP098,PLT006,2026-02-09,2026-03-14,Open,698247.85
PO015476,SUP058,PLT002,2025-07-06,2025-08-13,Cancelled,751448.9
PO015477,SUP014,PLT002,2025-03-14,2025-04-25,Delayed,1719875.95
PO015478,SUP001,PLT005,2024-11-24,2024-12-16,Delayed,788723.11
PO015479,SUP032,PLT001,2025-03-23,2025-05-03,Cancelled,981662.01
PO015480,SUP021,PLT002,2026-04-04,2026-05-04,Closed,820277.77
PO015481,SUP027,PLT003,2025-08-19,2025-08-26,Closed,188092.94
PO015482,SUP095,PLT002,2025-11-16,2025-12-05,Closed,420450.78
PO015483,SUP082,PLT002,2025-03-31,2025-04-23,Closed,519981.28
PO015484,SUP041,PLT004,2024-10-25,2024-11-27,Delayed,235319.22
PO015485,SUP051,PLT004,2026-03-21,2026-05-02,Closed,450889.52
PO015486,SUP096,PLT006,2025-08-28,2025-09-06,Delayed,903258.18
PO015487,SUP006,PLT001,2026-04-13,2026-05-25,Open,647014.02
PO015488,SUP072,PLT005,2025-10-19,2025-11-18,Closed,581081.07
PO015489,SUP070,PLT001,2025-10-31,2025-11-20,Closed,458555.8
PO015490,SUP007,PLT001,2025-07-11,2025-08-10,Closed,206516.3
PO015491,SUP029,PLT006,2025-11-14,2025-12-08,Closed,566429.06
PO015492,SUP059,PLT005,2024-10-10,2024-11-07,Open,1150373.07
PO015493,SUP062,PLT004,2025-12-13,2025-12-23,Closed,153348.45
PO015494,SUP080,PLT006,2025-11-12,2025-12-06,Delayed,180152.28
PO015495,SUP068,PLT005,2024-11-18,2024-12-13,Closed,493398.75
PO015496,SUP045,PLT006,2025-09-04,2025-09-18,Closed,977054.35
PO015497,SUP038,PLT003,2025-02-21,2025-03-07,Closed,138314.24
PO015498,SUP077,PLT006,2024-08-13,2024-08-25,Closed,632024.07
PO015499,SUP015,PLT004,2024-11-14,2024-12-07,Open,599944.9
PO015500,SUP053,PLT003,2025-05-01,2025-05-08,Closed,2077441.06
PO015501,SUP051,PLT004,2024-07-02,2024-07-18,Closed,505504.34
PO015502,SUP047,PLT003,2026-06-13,2026-07-25,Closed,588536.08
PO015503,SUP086,PLT003,2025-10-01,2025-10-28,Closed,703912.05
PO015504,SUP029,PLT004,2025-07-18,2025-08-19,Delayed,737385.54
PO015505,SUP055,PLT004,2024-10-07,2024-11-14,Closed,188317.87
PO015506,SUP080,PLT005,2024-09-18,2024-10-17,Open,989394.18
PO015507,SUP036,PLT003,2024-08-17,2024-09-07,Delayed,836297.14
PO015508,SUP030,PLT005,2026-01-30,2026-02-14,Open,1908251.28
PO015509,SUP024,PLT002,2025-10-21,2025-11-24,Closed,850658.09
PO015510,SUP066,PLT003,2025-09-09,2025-10-03,Closed,237025.2
PO015511,SUP068,PLT006,2024-09-18,2024-10-01,Closed,1215546.02
PO015512,SUP050,PLT002,2026-05-08,2026-06-03,Closed,194503.85
PO015513,SUP052,PLT002,2025-01-31,2025-02-21,Closed,652206.22
PO015514,SUP008,PLT006,2026-03-27,2026-05-07,Closed,2187746.79
PO015515,SUP026,PLT001,2025-08-09,2025-08-29,Closed,359154.79
PO015516,SUP081,PLT002,2025-12-07,2025-12-19,Open,789295.54
PO015517,SUP045,PLT004,2026-06-23,2026-07-12,Open,1746358.82
PO015518,SUP057,PLT001,2026-05-11,2026-05-24,Closed,422101.97
PO015519,SUP038,PLT004,2024-10-02,2024-11-10,Closed,746500.86
PO015520,SUP059,PLT005,2025-11-18,2025-12-14,Closed,381528.71
PO015521,SUP022,PLT006,2026-03-31,2026-05-05,Closed,1051895.06
PO015522,SUP062,PLT004,2026-05-21,2026-06-04,Open,843989.69
PO015523,SUP072,PLT002,2025-02-10,2025-03-15,Closed,781303.28
PO015524,SUP067,PLT005,2024-09-23,2024-10-22,Closed,226166.17
PO015525,SUP035,PLT006,2025-12-03,2026-01-12,Closed,943628.67
PO015526,SUP082,PLT006,2026-05-02,2026-05-22,Closed,50326.96
PO015527,SUP039,PLT001,2025-03-01,2025-04-08,Closed,832004.09
PO015528,SUP058,PLT003,2024-09-07,2024-10-03,Open,145764.48
PO015529,SUP025,PLT005,2026-01-28,2026-03-04,Closed,387630.68
PO015530,SUP081,PLT004,2024-07-09,2024-08-21,Open,188108.04
PO015531,SUP045,PLT004,2026-04-23,2026-05-31,Closed,1829469.96
PO015532,SUP076,PLT005,2026-02-17,2026-03-27,Closed,433667.29
PO015533,SUP050,PLT001,2024-09-25,2024-10-05,Closed,671329.48
PO015534,SUP095,PLT003,2026-03-03,2026-03-25,Closed,501293.12
PO015535,SUP016,PLT001,2025-08-15,2025-09-12,Closed,641944.06
PO015536,SUP041,PLT003,2025-01-18,2025-03-04,Closed,1269480.56
PO015537,SUP075,PLT006,2026-02-14,2026-02-25,Open,1710741.78
PO015538,SUP048,PLT002,2026-05-03,2026-05-16,Closed,183923.88
PO015539,SUP031,PLT003,2025-12-27,2026-01-30,Closed,143449.56
PO015540,SUP009,PLT004,2024-07-12,2024-07-19,Closed,1060143.78
PO015541,SUP086,PLT004,2025-12-27,2026-01-08,Open,366392.08
PO015542,SUP033,PLT005,2025-03-29,2025-04-29,Delayed,87252.25
PO015543,SUP040,PLT003,2024-12-20,2025-01-15,Closed,1372410.15
PO015544,SUP064,PLT006,2024-09-19,2024-10-11,Delayed,472707.0
PO015545,SUP003,PLT001,2026-04-17,2026-05-05,Closed,757876.63
PO015546,SUP079,PLT001,2025-08-02,2025-09-02,Closed,2361895.29
PO015547,SUP049,PLT006,2026-05-16,2026-05-29,Delayed,199161.23
PO015548,SUP045,PLT004,2026-06-13,2026-06-24,Closed,2251294.62
PO015549,SUP055,PLT005,2026-05-01,2026-06-07,Closed,637605.0
PO015550,SUP026,PLT003,2026-06-11,2026-06-23,Open,72582.8
PO015551,SUP065,PLT001,2026-01-23,2026-03-02,Open,120348.16
PO015552,SUP063,PLT001,2026-04-20,2026-04-27,Closed,582966.14
PO015553,SUP083,PLT001,2024-12-26,2025-02-01,Closed,1055498.63
PO015554,SUP045,PLT001,2025-10-19,2025-11-14,Closed,290711.5
PO015555,SUP013,PLT003,2024-10-09,2024-11-07,Closed,115317.06
PO015556,SUP042,PLT005,2025-02-13,2025-03-14,Closed,699659.74
PO015557,SUP063,PLT002,2026-01-10,2026-02-20,Closed,10234792.58
PO015558,SUP060,PLT002,2025-05-27,2025-06-05,Closed,317861.49
PO015559,SUP093,PLT001,2025-02-27,2025-04-02,Closed,354976.13
PO015560,SUP007,PLT005,2025-04-26,2025-06-05,Closed,1300042.12
PO015561,SUP067,PLT001,2025-03-21,2025-04-30,Closed,771783.4
PO015562,SUP040,PLT005,2025-12-27,2026-02-06,Open,691784.35
PO015563,SUP092,PLT002,2025-06-25,2025-07-31,Delayed,350344.35
PO015564,SUP077,PLT005,2024-11-28,2024-12-06,Open,641878.41
PO015565,SUP040,PLT006,2024-08-11,2024-08-19,Delayed,16137.48
PO015566,SUP033,PLT003,2025-09-03,2025-09-27,Open,278832.84
PO015567,SUP085,PLT001,2024-07-17,2024-07-25,Closed,752893.56
PO015568,SUP034,PLT003,2024-11-22,2024-11-29,Closed,0.0
PO015569,SUP087,PLT005,2025-02-17,2025-03-03,Closed,2626814.42
PO015570,SUP011,PLT005,2025-06-22,2025-07-31,Closed,416656.35
PO015571,SUP007,PLT001,2025-05-18,2025-06-07,Closed,184499.08
PO015572,SUP031,PLT006,2025-05-20,2025-06-20,Cancelled,1515456.84
PO015573,SUP024,PLT002,2025-07-02,2025-08-07,Closed,1283768.58
PO015574,SUP029,PLT004,2025-11-15,2025-12-23,Closed,1247313.16
PO015575,SUP008,PLT003,2024-08-31,2024-09-27,Closed,535883.71
PO015576,SUP084,PLT004,2025-08-30,2025-09-15,Closed,1234487.78
PO015577,SUP075,PLT001,2024-10-07,2024-11-04,Closed,814495.51
PO015578,SUP046,PLT002,2026-01-02,2026-01-23,Closed,122977.53
PO015579,SUP022,PLT004,2024-10-16,2024-11-01,Closed,147654.44
PO015580,SUP034,PLT005,2026-05-07,2026-06-06,Closed,59580.83
PO015581,SUP027,PLT005,2024-12-20,2025-01-18,Closed,1244630.07
PO015582,SUP099,PLT003,2025-11-20,2025-12-09,Closed,538192.6
PO015583,SUP025,PLT006,2025-06-11,2025-06-24,Closed,802849.8
PO015584,SUP056,PLT003,2024-09-24,2024-11-07,Open,487889.85
PO015585,SUP082,PLT004,2024-09-22,2024-10-02,Closed,1535374.41
PO015586,SUP079,PLT005,2024-07-06,2024-07-14,Closed,833946.14
PO015587,SUP021,PLT004,2025-07-05,2025-08-10,Closed,243224.41
PO015588,SUP090,PLT003,2024-12-03,2024-12-10,Open,0.0
PO015589,SUP015,PLT004,2025-04-19,2025-05-11,Closed,820250.25
PO015590,SUP078,PLT005,2025-09-19,2025-09-30,Closed,2095823.75
PO015591,SUP056,PLT003,2025-07-17,2025-08-05,Closed,431567.81
PO015592,SUP083,PLT002,2025-01-18,2025-01-28,Closed,0.0
PO015593,SUP023,PLT004,2024-09-27,2024-10-22,Open,0.0
PO015594,SUP017,PLT005,2025-10-03,2025-11-05,Closed,1667042.77
PO015595,SUP085,PLT002,2025-04-18,2025-05-31,Closed,1411121.52
PO015596,SUP034,PLT002,2024-09-20,2024-10-30,Closed,3353421.67
PO015597,SUP078,PLT005,2024-12-09,2025-01-14,Closed,944274.94
PO015598,SUP041,PLT005,2025-06-04,2025-07-19,Closed,122978.8
PO015599,SUP073,PLT002,2024-12-20,2025-01-31,Closed,2069368.55
PO015600,SUP083,PLT004,2026-05-19,2026-05-30,Closed,214423.55
PO015601,SUP042,PLT002,2024-11-30,2025-01-07,Closed,193146.34
PO015602,SUP059,PLT003,2025-05-11,2025-06-15,Closed,931933.26
PO015603,SUP014,PLT002,2026-01-19,2026-02-15,Closed,1168548.45
PO015604,SUP087,PLT005,2024-09-19,2024-10-28,Closed,168865.04
PO015605,SUP026,PLT005,2024-09-16,2024-10-20,Closed,169992.36
PO015606,SUP053,PLT004,2026-03-28,2026-05-05,Closed,203671.27
PO015607,SUP008,PLT002,2025-11-08,2025-12-14,Open,583395.38
PO015608,SUP011,PLT002,2025-06-08,2025-06-15,Open,1281183.37
PO015609,SUP032,PLT002,2024-09-04,2024-09-15,Closed,644956.14
PO015610,SUP064,PLT003,2026-03-07,2026-04-16,Closed,323908.56
PO015611,SUP023,PLT001,2024-08-17,2024-09-09,Closed,528463.08
PO015612,SUP028,PLT003,2025-01-27,2025-03-07,Closed,187780.93
PO015613,SUP097,PLT004,2024-12-21,2025-01-18,Closed,176632.46
PO015614,SUP068,PLT006,2025-09-15,2025-10-24,Closed,1708993.29
PO015615,SUP067,PLT002,2025-02-09,2025-03-15,Closed,634967.65
PO015616,SUP047,PLT002,2025-09-28,2025-10-13,Closed,1740870.22
PO015617,SUP028,PLT001,2025-04-21,2025-05-16,Closed,208807.34
PO015618,SUP044,PLT006,2026-05-09,2026-05-28,Closed,1170812.29
PO015619,SUP023,PLT001,2026-05-23,2026-06-20,Closed,486689.46
PO015620,SUP026,PLT006,2026-01-13,2026-02-20,Cancelled,8264.55
PO015621,SUP054,PLT001,2025-12-27,2026-01-27,Delayed,408459.35
PO015622,SUP069,PLT006,2024-08-25,2024-09-28,Closed,207635.8
PO015623,SUP092,PLT006,2024-07-19,2024-08-31,Cancelled,362965.7
PO015624,SUP061,PLT001,2026-05-27,2026-06-19,Delayed,405898.92
PO015625,SUP100,PLT003,2025-09-23,2025-10-30,Closed,374180.42
PO015626,SUP003,PLT005,2025-01-16,2025-01-29,Open,258445.12
PO015627,SUP005,PLT002,2024-09-12,2024-09-23,Closed,723901.62
PO015628,SUP023,PLT001,2024-09-25,2024-10-12,Closed,0.0
PO015629,SUP075,PLT003,2025-07-23,2025-08-12,Delayed,418479.52
PO015630,SUP023,PLT001,2026-06-06,2026-06-19,Closed,2400688.03
PO015631,SUP077,PLT005,2026-02-02,2026-03-07,Closed,909504.19
PO015632,SUP020,PLT005,2025-05-12,2025-05-31,Closed,883326.28
PO015633,SUP013,PLT003,2025-06-24,2025-07-17,Delayed,2114077.92
PO015634,SUP053,PLT002,2024-09-18,2024-10-05,Closed,701115.83
PO015635,SUP096,PLT006,2024-12-11,2025-01-13,Open,998582.75
PO015636,SUP034,PLT003,2025-02-22,2025-03-19,Closed,346045.81
PO015637,SUP014,PLT003,2025-01-26,2025-03-04,Closed,644877.47
PO015638,SUP042,PLT001,2025-12-01,2025-12-25,Closed,347140.3
PO015639,SUP063,PLT005,2026-01-27,2026-02-28,Closed,150967.59
PO015640,SUP071,PLT005,2026-06-24,2026-08-01,Closed,16808.06
PO015641,SUP087,PLT001,2026-01-27,2026-02-08,Closed,395451.31
PO015642,SUP013,PLT002,2025-12-01,2026-01-15,Closed,1869482.16
PO015643,SUP039,PLT002,2024-10-16,2024-11-26,Closed,348122.9
PO015644,SUP091,PLT006,2025-06-29,2025-07-17,Closed,759097.2
PO015645,SUP046,PLT003,2026-03-02,2026-03-30,Closed,2112976.14
PO015646,SUP027,PLT002,2025-12-17,2025-12-26,Closed,4562699.24
PO015647,SUP091,PLT002,2025-09-16,2025-10-29,Open,56152.6
PO015648,SUP057,PLT001,2025-08-12,2025-09-09,Closed,727050.54
PO015649,SUP023,PLT002,2025-03-30,2025-04-21,Closed,585499.26
PO015650,SUP046,PLT003,2025-10-12,2025-10-25,Closed,2295488.73
PO015651,SUP059,PLT005,2026-05-05,2026-05-20,Closed,989136.16
PO015652,SUP082,PLT002,2026-03-31,2026-05-04,Closed,338309.21
PO015653,SUP024,PLT002,2026-02-25,2026-03-04,Closed,2382592.64
PO015654,SUP003,PLT006,2026-05-17,2026-06-11,Closed,199267.5
PO015655,SUP080,PLT005,2024-07-30,2024-08-06,Closed,3384856.65
PO015656,SUP056,PLT005,2025-02-23,2025-04-05,Closed,308241.48
PO015657,SUP077,PLT006,2025-09-26,2025-10-08,Closed,546738.56
PO015658,SUP090,PLT005,2024-09-21,2024-10-28,Closed,480534.19
PO015659,SUP051,PLT005,2025-01-24,2025-03-08,Closed,860459.11
PO015660,SUP028,PLT006,2026-01-18,2026-03-02,Closed,2103032.75
PO015661,SUP073,PLT006,2024-12-11,2024-12-24,Open,970727.29
PO015662,SUP038,PLT005,2025-07-13,2025-08-25,Delayed,616090.0
PO015663,SUP035,PLT004,2024-12-15,2025-01-20,Open,0.0
PO015664,SUP085,PLT001,2024-12-25,2025-01-16,Closed,1285960.25
PO015665,SUP005,PLT002,2025-05-19,2025-05-26,Closed,1208789.24
PO015666,SUP044,PLT001,2025-10-05,2025-11-04,Closed,676216.3
PO015667,SUP067,PLT004,2024-12-28,2025-01-24,Delayed,415394.31
PO015668,SUP027,PLT003,2025-02-22,2025-03-29,Closed,427798.2
PO015669,SUP061,PLT001,2024-10-25,2024-11-11,Open,1499956.04
PO015670,SUP078,PLT004,2025-12-03,2026-01-16,Closed,1479588.6
PO015671,SUP065,PLT004,2024-10-05,2024-11-08,Closed,487064.32
PO015672,SUP048,PLT005,2025-11-27,2026-01-07,Closed,423317.46
PO015673,SUP028,PLT001,2024-06-30,2024-07-24,Open,438210.27
PO015674,SUP009,PLT001,2024-09-29,2024-10-16,Closed,4372520.49
PO015675,SUP046,PLT001,2025-07-19,2025-08-20,Closed,430157.21
PO015676,SUP060,PLT002,2025-12-07,2025-12-30,Closed,791841.84
PO015677,SUP094,PLT003,2025-02-12,2025-03-16,Closed,1057540.97
PO015678,SUP096,PLT002,2024-11-29,2024-12-24,Open,517017.2
PO015679,SUP046,PLT004,2024-12-11,2025-01-08,Closed,3251996.86
PO015680,SUP027,PLT006,2025-02-18,2025-02-27,Open,1213100.83
PO015681,SUP060,PLT003,2025-09-14,2025-09-30,Closed,717473.3
PO015682,SUP072,PLT006,2025-12-10,2025-12-19,Closed,245833.14
PO015683,SUP098,PLT003,2025-06-17,2025-07-31,Closed,565859.76
PO015684,SUP078,PLT002,2026-01-13,2026-02-17,Cancelled,2231140.99
PO015685,SUP039,PLT002,2025-11-13,2025-12-23,Closed,923782.04
PO015686,SUP025,PLT001,2025-11-01,2025-11-18,Closed,646025.73
PO015687,SUP099,PLT003,2026-01-21,2026-02-14,Closed,1266506.97
PO015688,SUP022,PLT003,2024-12-21,2025-01-03,Closed,1684055.06
PO015689,SUP056,PLT001,2025-10-04,2025-11-15,Closed,54242.08
PO015690,SUP097,PLT005,2024-09-13,2024-09-20,Closed,1041058.69
PO015691,SUP071,PLT001,2024-10-11,2024-10-24,Closed,837927.99
PO015692,SUP084,PLT005,2024-10-09,2024-10-19,Closed,329386.27
PO015693,SUP015,PLT003,2024-07-22,2024-09-04,Open,187019.57
PO015694,SUP096,PLT001,2025-04-10,2025-05-06,Closed,1027666.93
PO015695,SUP008,PLT005,2024-10-19,2024-11-17,Closed,596631.59
PO015696,SUP091,PLT002,2026-02-27,2026-03-11,Closed,93008.79
PO015697,SUP081,PLT003,2024-12-14,2025-01-20,Closed,784512.74
PO015698,SUP089,PLT004,2025-11-10,2025-12-25,Delayed,177659.6
PO015699,SUP033,PLT001,2024-12-01,2025-01-03,Closed,397110.33
PO015700,SUP053,PLT003,2025-05-16,2025-06-02,Closed,363705.71
PO015701,SUP089,PLT003,2025-09-15,2025-10-12,Closed,830842.3
PO015702,SUP095,PLT002,2025-02-26,2025-04-10,Closed,758142.48
PO015703,SUP077,PLT006,2024-08-04,2024-08-24,Closed,818434.66
PO015704,SUP017,PLT003,2025-05-12,2025-06-06,Open,482275.04
PO015705,SUP059,PLT003,2026-06-17,2026-06-29,Closed,837580.59
PO015706,SUP018,PLT003,2025-07-23,2025-08-16,Closed,220666.95
PO015707,SUP090,PLT006,2024-11-14,2024-12-27,Closed,524135.15
PO015708,SUP068,PLT006,2024-09-18,2024-10-20,Closed,765920.15
PO015709,SUP058,PLT004,2025-02-12,2025-03-02,Closed,372087.65
PO015710,SUP003,PLT005,2025-05-10,2025-05-28,Open,191072.42
PO015711,SUP014,PLT002,2024-09-19,2024-10-31,Closed,635099.96
PO015712,SUP050,PLT001,2025-11-13,2025-12-14,Delayed,208276.62
PO015713,SUP100,PLT005,2024-07-20,2024-08-06,Open,214350.34
PO015714,SUP001,PLT002,2025-07-27,2025-09-03,Open,1684979.01
PO015715,SUP076,PLT006,2024-12-02,2025-01-07,Open,356370.64
PO015716,SUP087,PLT002,2025-07-09,2025-08-12,Closed,188114.88
PO015717,SUP088,PLT003,2025-11-29,2025-12-12,Closed,2430358.19
PO015718,SUP061,PLT003,2024-12-24,2025-01-04,Closed,1213950.02
PO015719,SUP016,PLT004,2025-08-20,2025-09-11,Open,171560.11
PO015720,SUP027,PLT002,2025-03-24,2025-04-22,Closed,2266010.12
PO015721,SUP001,PLT005,2024-09-19,2024-10-26,Closed,2124705.19
PO015722,SUP083,PLT002,2025-10-18,2025-11-13,Closed,89804.04
PO015723,SUP045,PLT005,2026-05-04,2026-06-10,Closed,1810121.92
PO015724,SUP026,PLT004,2025-03-07,2025-04-06,Open,112164.42
PO015725,SUP005,PLT006,2026-02-12,2026-02-27,Open,997362.48
PO015726,SUP031,PLT002,2024-08-14,2024-09-04,Open,233276.38
PO015727,SUP024,PLT003,2026-02-15,2026-03-06,Delayed,1065209.95
PO015728,SUP054,PLT003,2026-01-28,2026-03-12,Closed,768770.1
PO015729,SUP009,PLT002,2025-10-29,2025-11-21,Delayed,740961.09
PO015730,SUP009,PLT001,2024-11-08,2024-11-30,Closed,187936.02
PO015731,SUP054,PLT005,2026-04-11,2026-05-26,Closed,3470440.99
PO015732,SUP070,PLT006,2025-03-03,2025-03-28,Closed,311852.6
PO015733,SUP053,PLT006,2025-01-08,2025-01-24,Closed,318625.9
PO015734,SUP048,PLT003,2025-12-13,2025-12-25,Closed,228381.56
PO015735,SUP076,PLT005,2025-05-30,2025-06-07,Open,1775965.1
PO015736,SUP083,PLT006,2026-03-02,2026-03-22,Delayed,984162.88
PO015737,SUP016,PLT002,2025-10-25,2025-12-07,Open,378784.28
PO015738,SUP082,PLT003,2025-01-17,2025-02-17,Closed,1192313.41
PO015739,SUP056,PLT004,2026-04-18,2026-05-19,Open,600468.49
PO015740,SUP040,PLT004,2025-04-03,2025-05-05,Closed,116082.54
PO015741,SUP043,PLT001,2025-04-25,2025-05-14,Closed,10541.16
PO015742,SUP042,PLT002,2025-12-03,2025-12-29,Closed,918242.96
PO015743,SUP028,PLT002,2026-02-18,2026-03-05,Closed,3019280.46
PO015744,SUP040,PLT005,2025-08-06,2025-08-26,Closed,725264.3
PO015745,SUP092,PLT005,2026-02-17,2026-03-07,Closed,354503.41
PO015746,SUP028,PLT006,2024-07-22,2024-09-03,Closed,775064.29
PO015747,SUP046,PLT004,2026-04-18,2026-05-21,Closed,134463.71
PO015748,SUP031,PLT006,2026-03-12,2026-04-23,Closed,441574.95
PO015749,SUP016,PLT006,2024-07-07,2024-07-25,Closed,2099389.9
PO015750,SUP088,PLT004,2026-01-04,2026-01-11,Closed,332811.79
PO015751,SUP037,PLT001,2024-06-30,2024-08-03,Open,208849.93
PO015752,SUP042,PLT003,2025-08-23,2025-09-03,Open,712003.99
PO015753,SUP034,PLT004,2025-11-25,2025-12-21,Closed,0.0
PO015754,SUP058,PLT003,2025-11-13,2025-11-20,Open,868905.72
PO015755,SUP026,PLT002,2024-10-12,2024-11-13,Closed,1066220.85
PO015756,SUP025,PLT006,2024-10-18,2024-10-26,Closed,1179969.09
PO015757,SUP033,PLT001,2026-05-06,2026-05-20,Closed,80175.93
PO015758,SUP017,PLT004,2024-10-03,2024-11-01,Delayed,695889.89
PO015759,SUP026,PLT004,2026-04-26,2026-05-28,Delayed,430961.38
PO015760,SUP060,PLT002,2026-04-08,2026-04-25,Closed,180586.71
PO015761,SUP052,PLT003,2025-07-01,2025-07-19,Closed,3252909.34
PO015762,SUP026,PLT004,2025-04-28,2025-05-23,Closed,640275.32
PO015763,SUP083,PLT004,2026-01-12,2026-02-20,Closed,516989.91
PO015764,SUP062,PLT006,2024-08-24,2024-09-27,Closed,1127152.76
PO015765,SUP081,PLT002,2025-05-13,2025-06-19,Closed,161787.27
PO015766,SUP053,PLT006,2026-06-07,2026-07-16,Closed,737453.75
PO015767,SUP089,PLT002,2025-10-24,2025-11-05,Closed,1058036.19
PO015768,SUP063,PLT005,2026-05-05,2026-05-20,Closed,150095.79
PO015769,SUP018,PLT001,2026-02-06,2026-03-20,Closed,769795.59
PO015770,SUP022,PLT006,2024-09-30,2024-10-07,Delayed,693395.02
PO015771,SUP016,PLT005,2025-10-04,2025-11-10,Closed,1131474.73
PO015772,SUP038,PLT005,2026-02-14,2026-02-25,Closed,18923.66
PO015773,SUP070,PLT003,2025-09-01,2025-09-14,Open,214044.0
PO015774,SUP046,PLT004,2025-10-11,2025-11-16,Delayed,112387.32
PO015775,SUP095,PLT001,2025-11-25,2025-12-28,Closed,469142.05
PO015776,SUP037,PLT005,2024-10-06,2024-11-16,Delayed,708975.43
PO015777,SUP051,PLT001,2025-10-07,2025-10-23,Closed,1677092.21
PO015778,SUP024,PLT002,2025-01-07,2025-02-15,Delayed,1304189.01
PO015779,SUP073,PLT003,2026-02-12,2026-03-20,Closed,2590577.31
PO015780,SUP040,PLT001,2025-12-03,2025-12-14,Closed,807890.09
PO015781,SUP049,PLT004,2026-06-24,2026-08-06,Open,2235813.53
PO015782,SUP079,PLT002,2025-12-21,2026-01-20,Closed,3613763.13
PO015783,SUP021,PLT006,2024-09-04,2024-09-23,Closed,585464.7
PO015784,SUP068,PLT005,2026-06-17,2026-07-22,Open,324251.94
PO015785,SUP065,PLT003,2025-05-06,2025-06-17,Closed,736969.35
PO015786,SUP055,PLT005,2024-11-13,2024-11-22,Open,423787.56
PO015787,SUP091,PLT002,2025-11-20,2025-11-30,Closed,936093.1
PO015788,SUP095,PLT006,2025-12-24,2026-01-30,Delayed,2332752.95
PO015789,SUP011,PLT002,2026-01-14,2026-01-25,Open,2198571.46
PO015790,SUP028,PLT001,2024-09-03,2024-10-10,Closed,633625.84
PO015791,SUP030,PLT005,2026-03-30,2026-04-14,Closed,593121.83
PO015792,SUP082,PLT005,2025-11-27,2025-12-27,Closed,1465293.35
PO015793,SUP089,PLT006,2025-12-10,2025-12-23,Open,992616.12
PO015794,SUP005,PLT004,2025-04-05,2025-04-21,Closed,353968.1
PO015795,SUP006,PLT002,2026-05-22,2026-06-10,Closed,7411257.69
PO015796,SUP020,PLT002,2025-11-02,2025-12-14,Closed,2047789.77
PO015797,SUP080,PLT006,2025-01-29,2025-03-11,Closed,1390317.61
PO015798,SUP090,PLT001,2024-10-18,2024-10-31,Delayed,289709.76
PO015799,SUP064,PLT006,2026-03-15,2026-04-28,Closed,1730649.48
PO015800,SUP070,PLT006,2025-04-29,2025-05-21,Closed,591848.1
PO015801,SUP057,PLT005,2024-10-14,2024-10-31,Cancelled,271942.68
PO015802,SUP057,PLT005,2025-01-21,2025-02-21,Closed,405677.41
PO015803,SUP051,PLT001,2024-10-25,2024-11-16,Closed,46316.24
PO015804,SUP024,PLT002,2026-06-08,2026-07-03,Closed,1431685.67
PO015805,SUP098,PLT004,2024-09-16,2024-10-17,Closed,179090.86
PO015806,SUP033,PLT006,2026-05-14,2026-06-09,Closed,2298297.17
PO015807,SUP049,PLT003,2025-11-19,2025-12-28,Closed,0.0
PO015808,SUP004,PLT004,2025-05-04,2025-05-23,Closed,237753.09
