DefectID,InspectionID,DefectCategoryID,RootCauseID,DefectQuantity,Severity,ScrapQuantity,ReworkQuantity,DefectCost
DFT009695,INS035986,DEF010,RC010,1,Minor,0,1,31.51
DFT009696,INS035988,DEF007,RC010,2,Minor,1,1,121.54
DFT009697,INS035996,DEF002,RC002,1,Minor,0,1,31.51
DFT009698,INS036001,DEF001,RC008,1,Minor,0,1,31.51
DFT009699,INS036005,DEF004,RC001,5,Minor,0,5,157.55
DFT009700,INS036006,DEF007,RC004,1,Critical,1,0,157.55
DFT009701,INS036008,DEF010,RC007,10,Minor,0,10,315.09
DFT009702,INS036023,DEF008,RC006,7,Minor,0,7,220.57
DFT009703,INS036026,DEF011,RC005,1,Critical,1,0,157.55
DFT009704,INS036028,DEF007,RC010,1,Minor,0,1,31.51
DFT009705,INS036035,DEF001,RC001,1,Major,1,0,112.53
DFT009706,INS036038,DEF011,RC009,8,Minor,0,8,252.07
DFT009707,INS036045,DEF005,RC005,10,Minor,0,10,315.09
DFT009708,INS036045,DEF001,RC009,5,Minor,0,5,157.55
DFT009709,INS036053,DEF009,RC004,1,Major,0,1,39.39
DFT009710,INS036060,DEF003,RC008,2,Minor,0,2,63.02
DFT009711,INS036061,DEF010,RC004,1,Critical,1,0,157.55
DFT009712,INS036065,DEF002,RC007,2,Minor,1,1,121.54
DFT009713,INS036068,DEF002,RC002,1,Minor,0,1,31.51
DFT009714,INS036071,DEF008,RC004,1,Minor,0,1,31.51
DFT009715,INS036075,DEF005,RC002,2,Minor,0,2,63.02
DFT009716,INS036080,DEF009,RC001,1,Major,0,1,39.39
DFT009717,INS036081,DEF002,RC004,1,Minor,0,1,31.51
DFT009718,INS036081,DEF011,RC003,1,Minor,0,1,31.51
DFT009719,INS036083,DEF001,RC002,1,Major,0,1,39.39
DFT009720,INS036084,DEF011,RC010,1,Minor,0,1,31.51
DFT009721,INS036094,DEF012,RC002,1,Minor,0,1,31.51
DFT009722,INS036101,DEF005,RC004,4,Major,2,2,303.84
DFT009723,INS036105,DEF002,RC009,3,Major,2,1,264.45
DFT009724,INS036108,DEF010,RC002,2,Major,2,0,225.07
DFT009725,INS036113,DEF004,RC004,4,Critical,4,0,630.19
DFT009726,INS036121,DEF005,RC008,1,Critical,1,0,157.55
DFT009727,INS036122,DEF008,RC002,1,Major,0,1,39.39
DFT009728,INS036123,DEF004,RC004,1,Major,1,0,112.53
DFT009729,INS036128,DEF002,RC010,4,Minor,0,4,126.04
DFT009730,INS036132,DEF009,RC002,2,Minor,0,2,63.02
DFT009731,INS036136,DEF002,RC007,1,Major,1,0,112.53
DFT009732,INS036137,DEF011,RC001,9,Major,6,3,793.36
DFT009733,INS036137,DEF012,RC007,1,Minor,0,1,31.51
DFT009734,INS036142,DEF009,RC007,1,Major,1,0,112.53
DFT009735,INS036146,DEF006,RC010,4,Minor,0,4,126.04
DFT009736,INS036152,DEF011,RC009,1,Minor,0,1,31.51
DFT009737,INS036161,DEF007,RC009,2,Minor,0,2,63.02
DFT009738,INS036165,DEF004,RC004,1,Minor,0,1,31.51
DFT009739,INS036165,DEF012,RC002,1,Minor,0,1,31.51
DFT009740,INS036169,DEF006,RC008,1,Minor,0,1,31.51
DFT009741,INS036176,DEF006,RC005,1,Minor,0,1,31.51
DFT009742,INS036180,DEF002,RC008,1,Minor,0,1,31.51
DFT009743,INS036184,DEF006,RC009,2,Major,2,0,225.07
DFT009744,INS036185,DEF011,RC009,5,Major,1,4,270.08
DFT009745,INS036189,DEF011,RC003,2,Minor,0,2,63.02
DFT009746,INS036190,DEF007,RC010,1,Minor,0,1,31.51
DFT009747,INS036193,DEF011,RC001,8,Minor,0,8,252.07
DFT009748,INS036198,DEF012,RC010,1,Minor,0,1,31.51
DFT009749,INS036204,DEF002,RC006,1,Minor,0,1,31.51
DFT009750,INS036205,DEF010,RC008,1,Major,1,0,112.53
DFT009751,INS036208,DEF009,RC005,2,Minor,0,2,63.02
DFT009752,INS036215,DEF003,RC005,1,Major,1,0,112.53
DFT009753,INS036216,DEF004,RC007,6,Major,5,1,602.05
DFT009754,INS036219,DEF010,RC005,1,Minor,0,1,31.51
DFT009755,INS036219,DEF012,RC007,4,Minor,0,4,126.04
DFT009756,INS036221,DEF003,RC009,2,Minor,0,2,63.02
DFT009757,INS036231,DEF002,RC006,4,Minor,0,4,126.04
DFT009758,INS036235,DEF010,RC002,2,Minor,0,2,63.02
DFT009759,INS036236,DEF006,RC010,5,Major,1,4,270.08
DFT009760,INS036242,DEF001,RC008,3,Major,0,3,118.16
DFT009761,INS036243,DEF002,RC004,1,Critical,1,0,157.55
DFT009762,INS036244,DEF001,RC004,3,Minor,0,3,94.53
DFT009763,INS036249,DEF008,RC004,1,Minor,1,0,90.03
DFT009764,INS036251,DEF005,RC002,1,Minor,0,1,31.51
DFT009765,INS036254,DEF006,RC002,6,Critical,4,2,740.47
DFT009766,INS036259,DEF006,RC006,1,Minor,1,0,90.03
DFT009767,INS036259,DEF005,RC010,1,Minor,0,1,31.51
DFT009768,INS036261,DEF012,RC004,2,Minor,0,2,63.02
DFT009769,INS036266,DEF009,RC007,11,Minor,0,11,346.6
DFT009770,INS036268,DEF004,RC006,1,Major,1,0,112.53
DFT009771,INS036278,DEF001,RC002,10,Minor,0,10,315.09
DFT009772,INS036280,DEF008,RC001,4,Major,4,0,450.13
DFT009773,INS036281,DEF011,RC008,2,Minor,0,2,63.02
DFT009774,INS036292,DEF005,RC002,2,Major,0,2,78.77
DFT009775,INS036294,DEF005,RC009,1,Minor,0,1,31.51
DFT009776,INS036312,DEF006,RC004,2,Major,2,0,225.07
DFT009777,INS036315,DEF005,RC004,1,Major,0,1,39.39
DFT009778,INS036323,DEF005,RC001,4,Critical,4,0,630.19
DFT009779,INS036323,DEF003,RC010,1,Minor,0,1,31.51
DFT009780,INS036324,DEF004,RC003,2,Minor,0,2,63.02
DFT009781,INS036325,DEF010,RC002,1,Minor,1,0,90.03
DFT009782,INS036331,DEF005,RC004,9,Minor,0,9,283.58
DFT009783,INS036331,DEF001,RC010,5,Minor,0,5,157.55
DFT009784,INS036339,DEF006,RC001,5,Minor,0,5,157.55
DFT009785,INS036344,DEF010,RC003,2,Major,1,1,151.92
DFT009786,INS036348,DEF010,RC004,2,Major,1,1,151.92
DFT009787,INS036351,DEF012,RC002,1,Critical,1,0,157.55
DFT009788,INS036352,DEF010,RC002,1,Minor,0,1,31.51
DFT009789,INS036358,DEF001,RC001,2,Minor,0,2,63.02
DFT009790,INS036359,DEF009,RC004,1,Minor,0,1,31.51
DFT009791,INS036369,DEF002,RC008,15,Minor,0,15,472.64
DFT009792,INS036376,DEF001,RC008,5,Major,0,5,196.93
DFT009793,INS036379,DEF010,RC003,1,Minor,1,0,90.03
DFT009794,INS036380,DEF002,RC004,2,Minor,0,2,63.02
DFT009795,INS036381,DEF006,RC007,1,Major,1,0,112.53
DFT009796,INS036383,DEF012,RC005,3,Major,0,3,118.16
DFT009797,INS036384,DEF012,RC001,1,Minor,0,1,31.51
DFT009798,INS036385,DEF002,RC007,1,Minor,0,1,31.51
DFT009799,INS036389,DEF009,RC003,2,Minor,0,2,63.02
DFT009800,INS036402,DEF002,RC007,2,Minor,0,2,63.02
DFT009801,INS036402,DEF001,RC004,3,Minor,0,3,94.53
DFT009802,INS036403,DEF012,RC008,2,Minor,0,2,63.02
DFT009803,INS036405,DEF003,RC003,2,Minor,0,2,63.02
DFT009804,INS036406,DEF009,RC004,1,Minor,0,1,31.51
DFT009805,INS036407,DEF002,RC005,3,Critical,3,0,472.64
DFT009806,INS036410,DEF009,RC005,4,Minor,0,4,126.04
DFT009807,INS036410,DEF005,RC008,1,Major,1,0,112.53
DFT009808,INS036421,DEF004,RC005,2,Minor,0,2,63.02
DFT009809,INS036425,DEF011,RC001,4,Major,1,3,230.69
DFT009810,INS036428,DEF004,RC003,1,Minor,0,1,31.51
DFT009811,INS036429,DEF011,RC009,1,Minor,0,1,31.51
DFT009812,INS036432,DEF010,RC006,11,Major,8,3,1018.43
DFT009813,INS036435,DEF010,RC008,4,Minor,0,4,126.04
DFT009814,INS036436,DEF012,RC009,1,Major,1,0,112.53
DFT009815,INS036440,DEF007,RC007,2,Minor,0,2,63.02
DFT009816,INS036444,DEF007,RC003,2,Minor,0,2,63.02
DFT009817,INS036446,DEF008,RC002,2,Minor,0,2,63.02
DFT009818,INS036447,DEF003,RC005,1,Minor,0,1,31.51
DFT009819,INS036449,DEF003,RC009,1,Minor,0,1,31.51
DFT009820,INS036458,DEF012,RC001,1,Minor,0,1,31.51
DFT009821,INS036469,DEF009,RC001,5,Minor,0,5,157.55
DFT009822,INS036476,DEF001,RC010,2,Minor,0,2,63.02
DFT009823,INS036484,DEF012,RC010,1,Major,0,1,39.39
DFT009824,INS036488,DEF011,RC005,2,Minor,0,2,63.02
DFT009825,INS036494,DEF008,RC010,1,Minor,1,0,90.03
DFT009826,INS036501,DEF006,RC002,1,Minor,0,1,31.51
DFT009827,INS036504,DEF008,RC010,1,Major,1,0,112.53
DFT009828,INS036517,DEF010,RC009,1,Minor,0,1,31.51
DFT009829,INS036519,DEF011,RC005,4,Minor,0,4,126.04
DFT009830,INS036519,DEF004,RC003,2,Minor,0,2,63.02
DFT009831,INS036532,DEF008,RC008,1,Minor,0,1,31.51
DFT009832,INS036532,DEF009,RC002,4,Minor,0,4,126.04
DFT009833,INS036533,DEF009,RC006,1,Minor,0,1,31.51
DFT009834,INS036533,DEF009,RC009,1,Major,0,1,39.39
DFT009835,INS036534,DEF001,RC009,3,Minor,0,3,94.53
DFT009836,INS036534,DEF003,RC003,4,Major,0,4,157.55
DFT009837,INS036540,DEF010,RC010,1,Critical,1,0,157.55
DFT009838,INS036561,DEF002,RC002,2,Minor,1,1,121.54
DFT009839,INS036572,DEF004,RC007,2,Major,2,0,225.07
DFT009840,INS036574,DEF004,RC008,1,Major,0,1,39.39
DFT009841,INS036576,DEF003,RC006,1,Minor,0,1,31.51
DFT009842,INS036582,DEF004,RC003,2,Minor,0,2,63.02
DFT009843,INS036584,DEF002,RC006,5,Critical,3,2,582.92
DFT009844,INS036588,DEF012,RC010,3,Major,2,1,264.45
DFT009845,INS036591,DEF010,RC006,8,Minor,0,8,252.07
DFT009846,INS036593,DEF011,RC008,1,Minor,1,0,90.03
DFT009847,INS036594,DEF002,RC001,1,Minor,0,1,31.51
DFT009848,INS036597,DEF006,RC010,1,Minor,0,1,31.51
DFT009849,INS036597,DEF003,RC004,1,Minor,0,1,31.51
DFT009850,INS036600,DEF006,RC006,2,Minor,0,2,63.02
DFT009851,INS036603,DEF011,RC005,2,Minor,0,2,63.02
DFT009852,INS036604,DEF006,RC005,3,Major,0,3,118.16
DFT009853,INS036606,DEF012,RC009,1,Minor,0,1,31.51
DFT009854,INS036607,DEF010,RC003,7,Minor,0,7,220.57
DFT009855,INS036607,DEF002,RC008,1,Minor,0,1,31.51
DFT009856,INS036615,DEF009,RC002,2,Minor,0,2,63.02
DFT009857,INS036616,DEF005,RC001,1,Major,0,1,39.39
DFT009858,INS036624,DEF002,RC001,4,Minor,0,4,126.04
DFT009859,INS036624,DEF005,RC005,1,Minor,0,1,31.51
DFT009860,INS036629,DEF010,RC006,1,Major,0,1,39.39
DFT009861,INS036631,DEF008,RC009,1,Major,0,1,39.39
DFT009862,INS036637,DEF010,RC002,3,Minor,0,3,94.53
DFT009863,INS036637,DEF010,RC009,1,Major,0,1,39.39
DFT009864,INS036637,DEF005,RC006,1,Minor,0,1,31.51
DFT009865,INS036639,DEF005,RC010,3,Minor,0,3,94.53
DFT009866,INS036640,DEF001,RC001,2,Minor,0,2,63.02
DFT009867,INS036643,DEF010,RC009,2,Minor,1,1,121.54
DFT009868,INS036644,DEF002,RC007,1,Minor,0,1,31.51
DFT009869,INS036647,DEF007,RC005,1,Major,0,1,39.39
DFT009870,INS036653,DEF008,RC006,1,Minor,0,1,31.51
DFT009871,INS036656,DEF011,RC007,1,Minor,0,1,31.51
DFT009872,INS036657,DEF002,RC001,5,Minor,0,5,157.55
DFT009873,INS036658,DEF001,RC006,5,Minor,0,5,157.55
DFT009874,INS036665,DEF006,RC004,4,Minor,0,4,126.04
DFT009875,INS036666,DEF012,RC009,2,Minor,0,2,63.02
DFT009876,INS036667,DEF012,RC007,1,Major,1,0,112.53
DFT009877,INS036672,DEF010,RC004,5,Major,4,1,489.52
DFT009878,INS036683,DEF003,RC007,9,Minor,0,9,283.58
DFT009879,INS036684,DEF011,RC009,1,Critical,1,0,157.55
DFT009880,INS036685,DEF002,RC010,2,Minor,0,2,63.02
DFT009881,INS036688,DEF011,RC009,4,Minor,0,4,126.04
DFT009882,INS036690,DEF012,RC003,11,Minor,0,11,346.6
DFT009883,INS036698,DEF011,RC010,1,Minor,0,1,31.51
DFT009884,INS036701,DEF006,RC002,18,Minor,1,17,625.69
DFT009885,INS036704,DEF005,RC003,3,Minor,0,3,94.53
DFT009886,INS036704,DEF012,RC001,1,Minor,0,1,31.51
DFT009887,INS036716,DEF006,RC010,2,Major,1,1,151.92
DFT009888,INS036719,DEF003,RC006,9,Minor,0,9,283.58
DFT009889,INS036721,DEF008,RC010,12,Minor,0,12,378.11
DFT009890,INS036725,DEF010,RC001,1,Critical,1,0,157.55
DFT009891,INS036732,DEF010,RC001,3,Minor,0,3,94.53
DFT009892,INS036733,DEF010,RC007,1,Minor,0,1,31.51
DFT009893,INS036735,DEF002,RC007,2,Minor,0,2,63.02
DFT009894,INS036738,DEF012,RC004,5,Critical,2,3,480.52
DFT009895,INS036741,DEF007,RC007,24,Minor,0,24,756.22
DFT009896,INS036743,DEF005,RC005,1,Minor,0,1,31.51
DFT009897,INS036746,DEF006,RC008,1,Minor,0,1,31.51
DFT009898,INS036749,DEF009,RC002,1,Critical,1,0,157.55
DFT009899,INS036752,DEF001,RC008,8,Minor,0,8,252.07
DFT009900,INS036753,DEF011,RC010,2,Major,0,2,78.77
DFT009901,INS036755,DEF010,RC003,1,Minor,0,1,31.51
DFT009902,INS036758,DEF003,RC004,10,Minor,0,10,315.09
DFT009903,INS036764,DEF001,RC002,1,Critical,1,0,157.55
DFT009904,INS036767,DEF007,RC006,11,Minor,0,11,346.6
DFT009905,INS036768,DEF007,RC002,1,Minor,0,1,31.51
DFT009906,INS036771,DEF008,RC001,1,Major,0,1,39.39
DFT009907,INS036773,DEF011,RC003,2,Minor,0,2,63.02
DFT009908,INS036777,DEF004,RC001,1,Major,1,0,112.53
DFT009909,INS036790,DEF005,RC001,4,Minor,0,4,126.04
DFT009910,INS036793,DEF006,RC004,1,Minor,0,1,31.51
DFT009911,INS036794,DEF012,RC009,1,Minor,0,1,31.51
DFT009912,INS036801,DEF012,RC009,1,Minor,0,1,31.51
DFT009913,INS036807,DEF005,RC009,1,Minor,0,1,31.51
DFT009914,INS036810,DEF006,RC003,6,Major,4,2,528.91
DFT009915,INS036812,DEF006,RC009,2,Major,1,1,151.92
DFT009916,INS036818,DEF011,RC010,1,Major,0,1,39.39
DFT009917,INS036825,DEF003,RC002,4,Major,4,0,450.13
DFT009918,INS036825,DEF012,RC009,1,Minor,0,1,31.51
DFT009919,INS036828,DEF002,RC006,2,Minor,1,1,121.54
DFT009920,INS036835,DEF002,RC003,1,Minor,0,1,31.51
DFT009921,INS036839,DEF012,RC004,2,Minor,0,2,63.02
DFT009922,INS036842,DEF012,RC002,2,Minor,0,2,63.02
DFT009923,INS036844,DEF006,RC008,2,Major,2,0,225.07
DFT009924,INS036845,DEF007,RC003,2,Minor,0,2,63.02
DFT009925,INS036846,DEF008,RC002,2,Minor,0,2,63.02
DFT009926,INS036849,DEF008,RC005,1,Minor,1,0,90.03
DFT009927,INS036851,DEF006,RC010,1,Minor,0,1,31.51
DFT009928,INS036852,DEF003,RC005,3,Minor,1,2,153.05
DFT009929,INS036852,DEF008,RC002,4,Critical,3,1,527.78
DFT009930,INS036853,DEF004,RC004,3,Major,3,0,337.6
DFT009931,INS036863,DEF003,RC002,1,Minor,0,1,31.51
DFT009932,INS036864,DEF003,RC008,1,Major,0,1,39.39
DFT009933,INS036873,DEF007,RC008,7,Minor,0,7,220.57
DFT009934,INS036888,DEF012,RC002,12,Major,7,5,984.67
DFT009935,INS036890,DEF012,RC004,1,Minor,0,1,31.51
DFT009936,INS036892,DEF001,RC005,2,Minor,0,2,63.02
DFT009937,INS036893,DEF001,RC005,1,Major,1,0,112.53
DFT009938,INS036897,DEF007,RC006,1,Minor,0,1,31.51
DFT009939,INS036902,DEF004,RC008,2,Minor,0,2,63.02
DFT009940,INS036904,DEF004,RC010,1,Major,0,1,39.39
DFT009941,INS036904,DEF003,RC006,1,Minor,0,1,31.51
DFT009942,INS036906,DEF001,RC008,2,Minor,0,2,63.02
DFT009943,INS036910,DEF008,RC008,4,Minor,0,4,126.04
DFT009944,INS036912,DEF010,RC003,1,Minor,0,1,31.51
DFT009945,INS036927,DEF011,RC005,2,Major,1,1,151.92
DFT009946,INS036931,DEF010,RC002,1,Minor,0,1,31.51
DFT009947,INS036932,DEF008,RC009,1,Minor,0,1,31.51
DFT009948,INS036935,DEF012,RC005,2,Minor,0,2,63.02
DFT009949,INS036938,DEF011,RC005,1,Minor,0,1,31.51
DFT009950,INS036940,DEF010,RC005,5,Critical,2,3,480.52
DFT009951,INS036941,DEF003,RC002,3,Minor,0,3,94.53
DFT009952,INS036943,DEF005,RC003,1,Major,1,0,112.53
DFT009953,INS036946,DEF004,RC010,1,Minor,0,1,31.51
DFT009954,INS036956,DEF007,RC005,1,Minor,0,1,31.51
DFT009955,INS036959,DEF010,RC006,3,Minor,0,3,94.53
DFT009956,INS036962,DEF003,RC006,1,Major,1,0,112.53
DFT009957,INS036963,DEF001,RC007,1,Minor,0,1,31.51
DFT009958,INS036965,DEF010,RC008,5,Minor,0,5,157.55
DFT009959,INS036972,DEF004,RC005,1,Minor,0,1,31.51
DFT009960,INS036977,DEF006,RC004,10,Minor,0,10,315.09
DFT009961,INS036979,DEF011,RC010,1,Minor,0,1,31.51
DFT009962,INS036984,DEF010,RC002,1,Major,1,0,112.53
DFT009963,INS036989,DEF004,RC010,1,Minor,0,1,31.51
DFT009964,INS036992,DEF006,RC001,1,Minor,0,1,31.51
DFT009965,INS036994,DEF005,RC007,2,Minor,0,2,63.02
DFT009966,INS036995,DEF011,RC007,1,Minor,0,1,31.51
DFT009967,INS037004,DEF007,RC003,1,Major,0,1,39.39
DFT009968,INS037017,DEF009,RC002,2,Minor,0,2,63.02
DFT009969,INS037018,DEF006,RC002,2,Minor,0,2,63.02
DFT009970,INS037020,DEF001,RC002,5,Minor,0,5,157.55
DFT009971,INS037025,DEF005,RC006,6,Minor,0,6,189.06
DFT009972,INS037039,DEF011,RC003,2,Minor,0,2,63.02
DFT009973,INS037045,DEF009,RC009,2,Minor,0,2,63.02
DFT009974,INS037047,DEF001,RC006,1,Minor,0,1,31.51
DFT009975,INS037049,DEF004,RC001,5,Major,5,0,562.67
DFT009976,INS037059,DEF003,RC001,1,Major,1,0,112.53
DFT009977,INS037062,DEF008,RC007,1,Major,1,0,112.53
DFT009978,INS037063,DEF011,RC007,5,Minor,0,5,157.55
DFT009979,INS037064,DEF007,RC007,1,Minor,0,1,31.51
DFT009980,INS037069,DEF001,RC010,2,Minor,0,2,63.02
DFT009981,INS037071,DEF010,RC007,6,Minor,0,6,189.06
DFT009982,INS037071,DEF006,RC010,1,Major,0,1,39.39
DFT009983,INS037079,DEF006,RC006,2,Minor,0,2,63.02
DFT009984,INS037081,DEF011,RC004,2,Major,1,1,151.92
DFT009985,INS037082,DEF004,RC008,1,Minor,0,1,31.51
DFT009986,INS037086,DEF005,RC005,1,Minor,0,1,31.51
DFT009987,INS037095,DEF003,RC002,1,Minor,0,1,31.51
DFT009988,INS037100,DEF012,RC008,2,Minor,0,2,63.02
DFT009989,INS037100,DEF006,RC006,1,Minor,0,1,31.51
DFT009990,INS037103,DEF012,RC009,2,Major,1,1,151.92
DFT009991,INS037108,DEF003,RC007,5,Minor,0,5,157.55
DFT009992,INS037109,DEF009,RC004,7,Minor,0,7,220.57
DFT009993,INS037111,DEF009,RC005,1,Critical,1,0,157.55
DFT009994,INS037111,DEF012,RC009,1,Major,0,1,39.39
DFT009995,INS037114,DEF007,RC006,2,Minor,0,2,63.02
DFT009996,INS037119,DEF004,RC001,6,Minor,0,6,189.06
DFT009997,INS037123,DEF002,RC005,1,Minor,0,1,31.51
DFT009998,INS037123,DEF004,RC008,1,Minor,0,1,31.51
DFT009999,INS037127,DEF012,RC003,1,Minor,1,0,90.03
DFT010000,INS037127,DEF011,RC006,1,Minor,0,1,31.51
DFT010001,INS037131,DEF001,RC008,1,Minor,0,1,31.51
DFT010002,INS037131,DEF012,RC009,1,Minor,0,1,31.51
DFT010003,INS037137,DEF002,RC006,1,Major,1,0,112.53
DFT010004,INS037149,DEF005,RC009,1,Minor,0,1,31.51
DFT010005,INS037150,DEF005,RC008,1,Minor,0,1,31.51
DFT010006,INS037152,DEF009,RC008,8,Major,5,3,680.83
DFT010007,INS037152,DEF002,RC006,2,Minor,0,2,63.02
DFT010008,INS037154,DEF002,RC004,2,Minor,0,2,63.02
DFT010009,INS037169,DEF007,RC009,2,Major,1,1,151.92
DFT010010,INS037192,DEF007,RC004,1,Minor,0,1,31.51
DFT010011,INS037193,DEF010,RC005,1,Major,0,1,39.39
DFT010012,INS037201,DEF006,RC010,1,Major,1,0,112.53
DFT010013,INS037208,DEF007,RC008,8,Minor,0,8,252.07
DFT010014,INS037211,DEF008,RC005,2,Major,1,1,151.92
DFT010015,INS037213,DEF007,RC004,4,Minor,0,4,126.04
DFT010016,INS037218,DEF011,RC002,1,Critical,1,0,157.55
DFT010017,INS037219,DEF006,RC003,5,Minor,0,5,157.55
DFT010018,INS037220,DEF008,RC005,2,Minor,0,2,63.02
DFT010019,INS037221,DEF005,RC004,1,Minor,0,1,31.51
DFT010020,INS037228,DEF001,RC003,1,Major,1,0,112.53
DFT010021,INS037232,DEF002,RC005,1,Minor,0,1,31.51
DFT010022,INS037234,DEF002,RC008,3,Minor,0,3,94.53
DFT010023,INS037238,DEF006,RC008,2,Minor,0,2,63.02
DFT010024,INS037242,DEF003,RC004,17,Minor,0,17,535.66
DFT010025,INS037242,DEF003,RC005,2,Major,2,0,225.07
DFT010026,INS037244,DEF008,RC001,1,Major,0,1,39.39
DFT010027,INS037245,DEF008,RC009,2,Minor,0,2,63.02
DFT010028,INS037246,DEF005,RC003,2,Minor,0,2,63.02
DFT010029,INS037247,DEF001,RC003,7,Minor,0,7,220.57
DFT010030,INS037249,DEF011,RC005,1,Minor,0,1,31.51
DFT010031,INS037251,DEF001,RC008,7,Major,7,0,787.73
DFT010032,INS037253,DEF004,RC002,5,Minor,1,4,216.06
DFT010033,INS037254,DEF007,RC004,1,Major,1,0,112.53
DFT010034,INS037262,DEF005,RC006,2,Minor,0,2,63.02
DFT010035,INS037262,DEF001,RC009,1,Minor,0,1,31.51
DFT010036,INS037263,DEF009,RC006,7,Major,0,7,275.71
DFT010037,INS037264,DEF009,RC005,1,Minor,0,1,31.51
DFT010038,INS037265,DEF004,RC007,1,Major,1,0,112.53
DFT010039,INS037270,DEF005,RC002,1,Major,1,0,112.53
DFT010040,INS037278,DEF005,RC005,4,Minor,0,4,126.04
DFT010041,INS037288,DEF011,RC010,6,Minor,0,6,189.06
DFT010042,INS037288,DEF007,RC001,9,Major,2,7,500.77
DFT010043,INS037289,DEF009,RC003,1,Critical,1,0,157.55
DFT010044,INS037291,DEF011,RC003,1,Minor,0,1,31.51
DFT010045,INS037295,DEF009,RC003,9,Minor,0,9,283.58
DFT010046,INS037302,DEF010,RC003,1,Minor,0,1,31.51
DFT010047,INS037310,DEF009,RC002,1,Minor,0,1,31.51
DFT010048,INS037311,DEF009,RC004,1,Major,0,1,39.39
DFT010049,INS037311,DEF004,RC003,1,Minor,0,1,31.51
DFT010050,INS037312,DEF002,RC007,1,Minor,0,1,31.51
DFT010051,INS037318,DEF011,RC002,1,Major,1,0,112.53
DFT010052,INS037324,DEF011,RC003,2,Minor,1,1,121.54
DFT010053,INS037325,DEF009,RC005,1,Major,1,0,112.53
DFT010054,INS037338,DEF010,RC010,4,Minor,0,4,126.04
DFT010055,INS037344,DEF009,RC007,1,Minor,0,1,31.51
DFT010056,INS037345,DEF011,RC004,15,Critical,12,3,2055.98
DFT010057,INS037351,DEF011,RC003,1,Major,1,0,112.53
DFT010058,INS037352,DEF005,RC005,2,Minor,0,2,63.02
DFT010059,INS037359,DEF005,RC009,5,Major,5,0,562.67
DFT010060,INS037361,DEF008,RC005,3,Minor,0,3,94.53
DFT010061,INS037362,DEF011,RC008,1,Minor,0,1,31.51
DFT010062,INS037364,DEF006,RC001,5,Minor,1,4,216.06
DFT010063,INS037368,DEF004,RC003,1,Major,0,1,39.39
DFT010064,INS037368,DEF007,RC001,9,Minor,0,9,283.58
DFT010065,INS037374,DEF004,RC007,13,Minor,0,13,409.62
DFT010066,INS037378,DEF010,RC009,4,Major,0,4,157.55
DFT010067,INS037381,DEF012,RC006,1,Major,0,1,39.39
DFT010068,INS037384,DEF004,RC009,2,Minor,1,1,121.54
DFT010069,INS037385,DEF003,RC004,5,Major,5,0,562.67
DFT010070,INS037386,DEF005,RC001,2,Minor,0,2,63.02
DFT010071,INS037393,DEF008,RC007,1,Critical,1,0,157.55
DFT010072,INS037396,DEF012,RC009,1,Minor,0,1,31.51
DFT010073,INS037400,DEF010,RC007,3,Minor,0,3,94.53
DFT010074,INS037420,DEF010,RC006,1,Minor,0,1,31.51
DFT010075,INS037436,DEF006,RC007,1,Major,0,1,39.39
DFT010076,INS037436,DEF008,RC003,1,Minor,0,1,31.51
DFT010077,INS037444,DEF001,RC002,1,Minor,0,1,31.51
DFT010078,INS037445,DEF007,RC008,1,Major,1,0,112.53
DFT010079,INS037447,DEF002,RC001,1,Minor,0,1,31.51
DFT010080,INS037448,DEF012,RC010,1,Major,1,0,112.53
DFT010081,INS037449,DEF012,RC007,4,Minor,0,4,126.04
DFT010082,INS037449,DEF012,RC009,1,Minor,0,1,31.51
DFT010083,INS037451,DEF010,RC003,2,Major,2,0,225.07
DFT010084,INS037451,DEF001,RC001,5,Minor,0,5,157.55
DFT010085,INS037456,DEF008,RC002,2,Major,2,0,225.07
DFT010086,INS037461,DEF004,RC010,4,Minor,0,4,126.04
DFT010087,INS037462,DEF001,RC004,2,Minor,0,2,63.02
DFT010088,INS037468,DEF008,RC004,1,Minor,0,1,31.51
DFT010089,INS037470,DEF012,RC001,9,Minor,0,9,283.58
DFT010090,INS037475,DEF012,RC009,1,Major,1,0,112.53
DFT010091,INS037476,DEF010,RC010,1,Minor,0,1,31.51
DFT010092,INS037477,DEF003,RC008,9,Minor,0,9,283.58
DFT010093,INS037479,DEF004,RC010,1,Minor,0,1,31.51
DFT010094,INS037482,DEF007,RC003,1,Minor,0,1,31.51
DFT010095,INS037483,DEF007,RC004,1,Major,0,1,39.39
DFT010096,INS037484,DEF010,RC002,1,Minor,0,1,31.51
DFT010097,INS037490,DEF007,RC010,9,Major,4,5,647.07
DFT010098,INS037494,DEF005,RC010,1,Minor,0,1,31.51
DFT010099,INS037497,DEF006,RC005,3,Minor,1,2,153.05
DFT010100,INS037498,DEF008,RC004,1,Major,0,1,39.39
DFT010101,INS037501,DEF003,RC006,9,Minor,0,9,283.58
DFT010102,INS037509,DEF003,RC008,1,Minor,0,1,31.51
DFT010103,INS037511,DEF002,RC006,6,Minor,1,5,247.57
DFT010104,INS037513,DEF011,RC003,1,Minor,0,1,31.51
DFT010105,INS037513,DEF005,RC004,1,Minor,0,1,31.51
DFT010106,INS037517,DEF004,RC009,1,Minor,0,1,31.51
DFT010107,INS037517,DEF006,RC010,1,Minor,0,1,31.51
